,pl_101,pl_102,pl_104,pl_106,pl_107,pl_111,pl_112,pl_113,pl_118,pl_119
LOC111327022,4.665677634,4.497031832,5.118066807,4.744526812,4.800375698,4.983231505,4.775278403,4.817862813,4.643441215,4.657523044
LOC111327337,3.854635255,4.195775254,4.520071016,4.692588023,4.245263496,3.973435602,4.108883378,4.098383005,4.252336902,4.237177863
LOC111327008,2.793866491,2.922896682,2.489054411,2.371705202,2.667012062,2.401176401,2.859160572,2.569313195,2.84026648,2.661575586
LOC111326971,2.854844775,2.765269423,3.047629397,3.061808628,2.929189442,2.666758942,3.026949727,3.087799815,3.304772994,2.432014959
LOC111326995,3.41852632,3.285409858,3.205210354,3.213070154,3.253899006,3.370248141,3.461519802,2.957428482,3.573854257,3.335329821
LOC111326945,1.815165554,1.377995702,1.93715648,2.220778271,1.679627878,1.224895668,1.514853766,1.690129795,1.339424418,1.160594059
LOC111326934,5.944889913,5.549975752,6.696128516,6.7608008,5.98325609,5.643662799,4.974890744,5.338048482,5.596272858,4.858785523
LOC111328240,1.895787161,2.032903618,2.335455629,2.281744298,1.989692046,2.038310078,1.70336566,1.892416041,1.778304746,2.082210131
LOC111327121,5.165852939,5.054424853,5.922583302,5.602193717,5.729099513,5.732775428,5.579931016,5.693415286,5.455095914,5.195334189
LOC111327376,3.581427769,3.211570006,3.814958881,3.840637901,4.379991275,3.66851432,4.118042019,3.926305462,4.117943322,3.844029946
LOC111328197,5.778368132,5.726229015,6.166910962,5.052946593,5.522662131,5.788511364,6.043587858,5.891849128,5.830077838,5.837596365
LOC111327297,4.539757772,4.468498845,4.717244074,4.847122337,4.746531589,4.752539168,4.756200864,4.540908941,4.623290699,4.490806855
LOC111326238,6.082058435,5.982436064,6.251693689,6.677041728,6.483413237,6.222577336,6.102051525,6.029334537,6.274903166,5.815107221
LOC111327200,3.668372242,3.647807757,3.752007589,3.414110856,3.436311406,3.479899333,3.802936024,3.734955228,3.78669735,3.450014978
LOC111327389,2.928082255,2.458088761,2.248127032,2.381948405,2.44968357,2.170410371,2.585056074,2.593722145,2.420690227,2.618904982
LOC111326506,2.488011123,2.585357445,2.3460227,2.379776127,2.321154793,2.439059428,2.057438232,2.104736639,2.108034291,2.207573831
LOC111326463,4.00074547,3.547536897,3.712141435,3.492051621,3.870848111,3.57379325,4.056143369,3.991935174,4.540609059,4.340711652
LOC111326486,1.732352868,1.660719241,1.910243007,2.180074749,2.112108835,2.137039901,1.598851654,1.968743394,1.894350218,1.501854909
LOC111326474,4.726965807,4.414961382,4.064814311,3.896085766,4.750487707,4.506833651,4.967722342,4.868292865,4.92984566,4.601400457
LOC111326582,3.241316184,3.412321845,3.079475874,3.912291806,3.800495374,3.306233558,3.539395679,3.745553706,3.933356632,3.612166797
LOC111327928,3.856957409,4.048421055,4.223447285,4.246562218,4.982652718,4.254575792,4.146620311,4.388784982,4.533349865,4.2720448
LOC111326650,2.122317283,2.48245974,2.677699334,2.778682795,2.459307237,2.47580399,2.305722185,2.130840383,2.136097472,1.957183483
LOC111327972,4.043961929,3.645509898,3.883145471,3.690085618,3.652484181,3.550228282,3.761222532,3.717604164,3.941848696,3.56723636
LOC111326605,5.048862454,5.116811289,4.8147939,5.214224342,5.209544045,5.150024604,4.753807976,5.152459795,4.969550742,5.055771787
LOC111326630,4.75617137,4.696156821,5.334261886,5.386306973,5.279943223,4.690210078,4.245318536,4.791166194,4.447129377,4.562780088
LOC111327673,2.793428251,2.258000783,2.550161651,2.351640395,2.313973094,2.25094348,2.643391247,2.281194253,2.559638609,2.456247374
LOC111326135,3.350142174,2.596605909,3.246977929,3.051876331,3.042408069,3.568655008,3.599412345,3.104476119,3.257816939,3.574915261
LOC111327085,2.092134893,2.042347423,2.277651624,1.626550919,1.812184089,1.983510126,1.513087761,1.841222756,1.725935031,2.375882515
LOC111327094,2.507304221,2.781534277,2.77360488,3.354128715,2.923792499,2.752793909,2.68656328,2.405092362,2.517579872,3.03529076
LOC111327446,5.035351645,5.130950301,4.775866158,4.98449023,4.992686901,4.924220531,5.263986486,5.077190357,5.023342931,5.298689445
LOC111327573,2.485421998,2.162538845,2.228931803,2.374474985,2.417871084,2.51963245,2.161683519,2.335105784,1.993854593,2.282028803
LOC111326712,3.635504382,3.615558444,3.80285234,3.71094609,3.195279819,3.406932917,3.133031717,3.401806552,3.39705886,3.575246263
LOC111328162,4.152867828,4.277953891,4.303499091,3.835262714,3.868022508,4.268735625,4.422815063,3.782901132,4.399453863,4.135475784
LOC111326442,4.302080922,3.347839238,4.201631895,4.124720945,4.42208194,3.884273762,4.204211091,3.580578981,3.901157367,3.387433593
LOC111326375,6.9134788,7.017035539,7.353082472,7.468110593,7.661410624,7.609757715,7.952456736,7.660822581,8.006427879,7.828519813
LOC111328001,4.62392627,4.36548634,4.519244868,4.372920987,4.232780048,4.708898348,4.381426558,4.568572701,4.173031041,4.066218261
LOC111326763,2.231201096,2.237849214,2.628110288,2.181391517,2.174970815,2.896202734,2.133760912,2.732817699,2.759243742,2.195507633
LOC111326808,4.39021791,4.103603549,5.162939811,5.084721768,4.760446662,3.234899041,3.736060245,4.426728126,3.919374679,2.988237648
LOC111326819,2.12961192,1.92301777,3.038331843,3.05866984,2.434338145,1.794447005,1.808019067,1.994896554,1.881400671,1.570346825
LOC111326785,2.037956218,1.814056218,1.577723935,1.668605768,2.034461629,2.143446066,1.885730288,1.54135255,1.613189825,1.447730079
LOC111327248,5.696777178,5.378360652,6.459570145,6.59656342,5.723379458,5.575276421,4.731030774,5.377492031,5.221581114,4.748978238
LOC111327961,2.659935885,3.032493577,2.816066181,2.351191825,2.786667294,2.707561863,2.81683199,3.510858114,3.144881561,2.552503368
LOC111327183,2.387243156,1.956076478,2.82993325,2.447574684,2.797436621,2.625241892,3.032536962,3.301120029,2.385764093,1.998428285
LOC111327290,2.223501223,1.790148077,1.921897182,1.889822715,2.023019524,1.965095288,2.186711847,2.166010802,2.116807745,2.187960416
LOC111326433,4.390391784,4.576658557,4.597461256,4.144380429,4.277085713,4.569919161,4.49559416,4.339596134,4.329962906,4.137396679
LOC111326425,4.397921752,4.524438353,5.169288505,5.00994323,5.333241039,5.211730091,4.758051729,4.933103004,4.877530741,4.70812305
LOC111326288,3.456981698,3.158920387,3.942754558,4.018768006,3.900254913,3.786621419,3.509476013,4.015396705,3.756296347,3.910552483
LOC111326299,4.6262843,4.638268704,4.278917726,3.895945511,4.287262569,4.679790216,4.151234628,4.735837141,4.218799732,4.557522083
LOC111326309,1.589414014,1.532882133,1.113913658,1.171422145,1.386084474,1.34354994,1.355179015,1.527700122,1.526955874,1.361576372
LOC111327563,1.790059993,1.316720989,1.690307748,1.802436254,1.797174645,1.497602611,1.867533859,1.711313161,1.90247735,2.1255647
LOC111327412,7.444459296,7.116081113,7.376539579,6.920374235,7.623771921,7.79757307,8.112502655,7.747778759,7.994748259,7.534480221
LOC111328251,2.066973765,1.399590091,1.539634955,1.63139041,2.006886013,1.48512484,2.053424401,1.947477481,1.689158232,1.516814657
LOC111326877,4.795864862,4.7374605,5.329624874,4.953537297,5.275720336,4.784526201,4.677036354,4.716159179,4.870690657,4.617367198
LOC111327113,6.089756125,5.693350821,5.977672232,5.241157069,4.937427276,5.979286992,5.553472529,5.897395749,5.198288219,5.57388571
LOC111326680,3.309525716,3.170104187,3.199958153,2.874961268,3.636593646,3.286771027,2.93506735,3.414680983,2.767544033,3.028585714
LOC111326665,1.678233697,2.060439447,1.84756328,1.979102147,1.568583858,1.52791524,2.094703066,1.739529771,1.834346496,1.557710929
LOC111326672,3.971586599,4.122884141,3.967870396,3.626115751,3.610723813,3.64027356,3.668937781,3.970306082,3.830666298,3.54258654
LOC111327776,2.437854939,2.498800196,2.231514227,2.627943567,2.435245574,2.925604035,2.481522461,2.29274484,2.492377267,2.22836037
LOC111326402,2.829984522,2.521953133,2.686361673,2.772510124,2.23785292,2.486726412,2.196004607,2.668702319,2.138189062,2.493303114
LOC111326418,5.489910247,5.741614305,6.044897555,5.505116738,5.897136449,5.890520074,6.245208901,5.87139826,5.625775419,5.760505592
LOC111328053,4.617443121,4.394458156,4.41221288,4.86247908,4.504770851,4.199765976,4.644093003,4.141403159,4.578082022,4.35017005
LOC111327173,2.420656616,2.428087831,2.730206867,2.344914794,2.415683827,2.135092469,2.261891068,2.685555327,2.296601227,2.65200375
LOC111326335,2.187907474,2.574779045,2.145554395,2.542149203,1.859494719,2.180714449,2.197763148,2.294664083,2.572686938,2.925865677
LOC111328130,1.314835386,1.397259897,1.402692406,1.342628699,1.742557295,1.677927153,1.354683314,1.242625277,1.185883676,1.255088939
LOC111329100,2.508393099,2.725533004,3.057253949,3.005200495,2.861097413,2.852082201,2.424291835,2.714327944,2.544976927,2.072967065
LOC111329634,2.372530263,2.273861566,2.471206386,2.546822348,2.129299383,1.8325312,2.292168181,1.931205371,2.024238523,2.041956499
LOC111329788,1.353607519,1.358278126,1.574638507,1.212757089,1.781975867,1.113992453,1.264646825,1.807301254,1.669991274,1.295935294
LOC111328341,4.858465991,4.740704567,4.85817837,3.974709807,4.379736594,4.604084522,4.846068019,4.671008505,5.264783289,4.853793468
LOC111328797,3.098929829,3.345987469,3.746417337,3.302866761,2.976651715,3.14613352,3.245782547,3.291223975,3.150573277,3.511293088
LOC111328511,5.909784918,5.94775379,5.941282958,5.862332712,5.803533034,6.110798312,6.166623777,5.799564729,6.182448116,6.203854354
LOC111329119,4.938334118,4.741988146,4.518231403,4.965625821,4.848245247,4.607381491,4.975304945,4.758238979,4.654833252,4.955923768
LOC111329325,6.25409824,6.184640199,5.787157249,5.432599966,6.036534559,6.483883603,6.481732754,6.537240432,6.550594097,6.640478494
LOC111329423,2.403796119,3.16099825,2.793713989,2.984120538,2.56181387,3.073057663,2.795157184,2.658051366,3.001539554,2.608724755
LOC111328722,4.386383694,4.441639716,4.804830479,4.962201048,4.640294911,4.511998038,4.465870607,4.39546556,4.831565155,4.400123495
LOC111329182,6.236010264,6.496865694,6.592025523,6.600595286,6.786906133,6.87948061,7.267217489,7.195113765,7.173129794,6.90233321
LOC111329314,3.197836867,3.275496529,2.79634735,2.729534201,3.037926506,3.163657791,2.892250251,2.751926821,2.808204395,2.90879076
LOC111328713,8.216407727,8.25692642,8.391027278,8.336474915,8.097740174,8.507213332,8.373689322,8.446102406,8.227990582,8.196218267
LOC111328332,3.784316528,3.726116617,4.19769271,4.54528447,4.474735309,4.085538323,4.2117879,4.060346085,4.173985335,4.095367641
LOC111329817,2.645006069,2.460490607,3.193778664,3.745715053,2.901347921,3.063215117,3.162629519,2.710875267,3.064503996,3.228967248
LOC111329396,4.827113858,4.954374698,4.726072797,5.25370341,5.118839581,5.011029377,5.133261378,4.7335604,5.29610686,5.379526038
LOC111329829,3.310463553,3.203452006,3.019029512,3.509784265,3.469686986,3.08066772,3.18333653,3.445302984,3.571342306,3.225248346
LOC111329273,10.22816742,10.12567904,10.272314,10.08836235,9.953994262,10.52848941,10.39089159,10.06041779,9.964672579,10.09610758
LOC111329263,2.333624396,2.391029609,2.386241997,1.869778932,2.15016621,2.193269793,2.308197383,2.535234548,1.943821856,2.064826947
LOC111329524,2.095362248,2.589591305,1.983553909,2.093332585,2.093364394,2.524071822,1.931867833,2.409869502,2.681264578,2.626369493
LOC111329678,5.672703689,5.637860023,5.564179757,5.577329396,5.459950165,5.393632877,5.357842447,5.339160206,5.523613863,5.856773738
LOC111328839,1.950416991,2.155464322,2.028015515,1.839426323,2.2391188,1.832925301,2.628792025,2.335421401,2.67369645,2.209998759
LOC111329612,3.804657027,3.3935895,3.599128072,3.65393458,4.004849632,3.836378076,4.239704347,4.154323177,3.701460303,4.028555546
LOC111329514,1.662582072,1.739719056,1.565717837,1.960875609,1.809586329,1.963534737,1.521679381,1.893513827,2.004419972,1.541197959
LOC111328849,2.199423211,2.271331991,2.568381694,2.506049345,2.330471258,2.156196087,2.818253773,2.585932339,2.318165407,2.954088636
LOC111329959,2.997841375,2.820740288,2.833722833,2.485978813,2.990024802,3.059690292,3.157176515,3.456424212,3.060975476,3.271036926
LOC111329930,2.615240791,2.463589334,2.916648949,2.457407179,2.883036309,2.542784415,2.563635232,2.105325376,2.572358028,2.747528256
LOC111329920,2.850190715,2.945510429,2.710660877,2.88723791,3.037382795,2.701773187,3.043828741,2.601947189,2.805615546,2.697780028
LOC111329542,4.295861566,4.428313919,4.04254114,3.845807496,4.267126806,4.571152009,4.081970874,4.386175297,3.755645164,3.953742601
LOC111329533,7.636848522,7.716959295,8.244935237,8.021741,7.693798052,7.784768279,7.946916356,7.619557661,7.697371749,7.719389774
LOC111329685,5.264049911,5.413116493,4.767618394,4.744993443,5.352495219,5.048466205,5.345783061,5.069918697,5.310401565,5.025321247
LOC111328869,4.168907505,4.299913222,4.582334353,4.413810156,4.688487667,4.32438961,4.314816099,4.547873898,4.459451762,3.718324883
LOC111328518,2.573173264,2.311558879,2.440217371,2.606693246,2.937226912,2.131228159,2.25922042,2.188333699,2.386387774,2.521198856
LOC111329413,7.240725708,7.024528338,6.741254704,6.470754212,6.894170692,6.248983779,6.902371808,6.5971009,6.967349098,6.413550415
LOC111328410,5.931438426,5.733367819,5.457115282,5.444693186,5.189370697,5.90874053,5.485709644,5.711689268,5.945007421,5.950723716
LOC111329027,5.54021002,5.523350946,5.064937524,5.179717619,5.181081042,4.919262916,5.082116053,5.23673147,5.422027566,5.538121706
LOC111329032,3.172826,2.810297716,2.658360044,3.05477448,2.922953123,3.135610578,2.476419801,2.721823485,3.126404692,3.000834185
LOC111329292,2.965550767,3.201920846,2.269771749,3.035073386,2.716328168,2.900945939,3.145415243,3.064931171,2.392809362,3.094383047
LOC111328667,2.352010618,2.41293111,2.363130502,2.525617341,2.439844809,2.055865671,2.070916148,2.201981578,2.399552149,2.449941705
LOC111329204,4.327546449,4.238893211,4.525916436,4.186299955,4.729838653,5.098516183,4.805525965,5.10746174,4.700709831,4.378534688
LOC111329214,1.793301468,1.735986398,1.33665314,1.87832138,1.730946505,1.559992059,1.303960806,1.819263689,1.741428585,1.755531274
LOC111328644,3.305701857,3.276425517,2.959016688,3.250782403,3.506174726,3.403184037,3.667591159,3.116163181,3.701279649,3.464744087
LOC111328924,5.976483751,5.948236306,5.93933271,5.972157382,6.158680448,6.007844846,6.170003267,6.12808247,6.073125399,6.054341801
LOC111329144,1.193407621,1.356001714,1.216700955,1.121318406,1.20407316,1.63098437,1.64830497,1.400041903,1.381516503,1.213893509
LOC111328625,5.120246538,4.762815137,4.807550345,5.116182605,5.296889586,5.39301434,5.45456563,4.983087964,4.974297972,5.362572705
LOC111328633,2.142836469,2.430068748,2.09308779,2.220101486,2.497303916,2.233254739,2.251509296,2.246183257,2.363210529,2.26753529
LOC111329228,2.297705183,2.464619763,2.004513765,2.114733612,2.535529061,2.45724134,2.290292547,2.120353506,2.557509869,2.450659752
LOC111328448,4.980326086,4.902502657,5.273045455,4.949762684,4.767038477,5.247913586,4.553271863,4.879656761,4.509006612,4.613932469
LOC111328473,3.860524254,4.135781815,4.142682179,3.765268609,3.805098826,4.212274987,3.663910577,4.504511261,3.992818341,4.182449301
LOC111328889,1.821771516,2.49705932,1.802240067,2.062952529,1.783854491,2.058251845,1.747575805,2.061759289,1.57718811,1.523468545
LOC111328483,4.815454793,3.966823715,4.296357666,4.39455435,4.728949579,4.52404799,4.482700914,4.706352686,4.276832396,4.236053461
LOC111328502,4.222115625,4.233332562,3.796090112,3.954594749,3.895187872,4.207496173,4.327418583,4.223690699,4.692355673,4.410877042
LOC111329739,3.53071532,3.540853003,3.42136805,3.570719301,3.228255133,3.485206955,2.993231049,3.135844381,3.521258089,3.573729017
LOC111329806,2.344354408,2.455391195,1.855421714,1.944822293,2.430708171,2.357904675,2.377732874,2.54612557,2.547480178,2.295146146
LOC111329483,2.12159005,1.996967695,2.442259612,2.39432051,2.591380988,1.664007389,2.053125536,2.310226656,2.09441474,1.814588521
LOC111329155,4.542480402,4.245968508,3.826477208,3.996220687,4.294102067,4.078641281,4.412055494,3.676466065,4.125860495,4.013832308
LOC111329705,8.172398547,8.341023154,8.426339171,8.179380798,8.026763366,8.348081236,8.385732324,8.612405176,8.461843315,8.605985545
LOC111329695,1.725658758,1.585604552,1.867911932,2.145500643,2.247411099,1.271501287,1.425914896,1.196213811,1.627997398,1.449241008
LOC111329280,4.178737455,3.602541455,3.323311377,3.627485463,4.086071878,3.578219117,3.998638206,3.406612209,4.011517734,4.171633351
LOC111329057,4.997037979,4.923442303,4.39899132,4.683231082,4.904103645,4.952711829,5.099756661,4.96468936,4.298462063,4.413191743
LOC111329067,7.046046047,7.32063467,6.92072019,6.098939879,6.319527918,6.276973239,6.196196919,6.379749817,6.690388617,6.602277959
LOC111328615,3.071527124,2.798602175,3.507970622,2.936457431,2.841162348,3.629835268,2.785130109,3.321789673,2.615471144,3.205408319
LOC111328394,5.606073846,5.172661879,5.097779014,5.119930578,5.510087185,4.812125505,5.357058774,5.552479553,5.431825692,5.802089336
LOC111328401,4.876634842,4.872758164,4.735658805,4.73676053,4.556720018,5.052530629,4.785123666,5.240901888,4.654467149,5.215672698
LOC111329172,1.762648138,2.042015659,2.243036601,1.699669935,2.112637894,2.048298024,1.958377312,1.811831972,2.184138578,2.309481449
LOC111328571,2.714147515,2.552417865,1.992938769,2.251597533,1.975489349,2.047756638,2.280361199,2.822255356,2.007709893,2.509595195
LOC111329851,7.960411774,7.635787239,7.848868244,7.5105649,7.857146829,8.357289996,8.01379939,7.707395639,7.544073166,7.979268068
LOC111329882,4.753542113,4.409057424,4.18383376,4.581453566,4.456031662,5.100299963,4.453957861,4.776400768,4.445424276,4.420547386
LOC111329374,4.311719538,4.24877239,4.598025241,4.392579323,4.820436195,4.900046562,4.722511038,4.640171824,4.556389062,4.516558152
LOC111328304,5.226441629,5.145164568,4.937489404,4.732244676,5.070436218,5.345653078,5.557299076,5.376927323,5.538664126,5.418796851
LOC111328543,1.690482447,1.510274349,2.474223538,2.044943291,1.900766465,1.582364023,2.292494672,2.096090126,2.892383413,2.032616569
LOC111329475,4.63379864,4.7703677,4.79664704,4.67037279,4.858045002,4.969515582,4.794710694,4.262760646,4.86829446,4.748007454
LOC111329649,2.367355306,2.374883682,2.088768447,2.215393621,1.941901576,2.499230164,2.029810892,2.316324846,2.439790483,2.410028983
LOC111330701,2.837682676,2.359608913,2.694059803,2.663545602,2.914246324,2.186042977,2.41732579,2.546428855,2.346817423,2.168193591
LOC111330711,4.227542847,4.539379128,4.808356261,4.31819339,4.609792604,4.317912037,4.351389576,4.296008447,4.559926008,4.265140252
LOC111330833,3.192834276,3.052323264,2.68448891,2.849795613,3.111222864,3.018430038,3.18502746,2.59893423,2.801413594,2.964106844
LOC111330875,3.907295948,4.051538434,3.761851271,4.295280515,3.724175703,4.20034402,3.949463833,4.102069338,4.150315898,3.876576541
LOC111331102,3.977695215,3.847736332,4.316079334,3.735103005,4.477831985,3.794893827,3.881793494,4.186408284,3.770682122,3.77720205
LOC111331091,6.817459365,6.835466813,7.194172333,6.949342652,7.117097951,6.981083302,6.545097478,6.633477333,6.37087905,6.677177685
LOC111330512,5.514299233,5.589665839,5.995699675,6.037454229,5.989489115,5.519191993,5.121530094,5.311144097,5.019271489,5.038025427
LOC111332257,7.95235025,8.002455348,8.168860358,8.140290573,7.879626146,7.85739142,8.238628945,8.180795873,8.053102264,8.061293049
LOC111331225,3.628830095,3.758041848,3.3801454,3.777277275,3.570869317,3.176114029,3.739522591,3.726036171,3.396357548,3.837362144
LOC111331216,3.829485731,3.865436773,3.680093298,3.407885009,3.504407995,3.474075225,3.211804034,4.001975546,3.682697123,3.392574629
LOC111331639,1.791517468,1.980214169,1.819219441,2.08453015,1.539702482,1.361947483,1.510551223,1.801039813,1.903916897,1.730170148
LOC111331678,2.523953423,2.379258255,2.385718501,2.137878489,2.008941351,2.785700075,2.311099557,2.512484942,2.145087778,2.399231057
LOC111331686,3.364914501,3.084644504,3.063265271,2.942737185,3.267723443,3.362139234,2.968812476,2.890957517,2.802516516,3.041686075
LOC111331649,4.257207478,4.22432385,3.827900095,3.997481474,4.426731122,4.079672878,4.29260692,3.772583281,4.126807163,4.226717629
LOC111332036,1.784828906,1.73050377,1.405282802,1.798863083,1.391475022,1.353784147,1.49472075,1.378065904,1.94119048,1.391031783
LOC111330669,2.333713292,2.536470983,2.700412892,2.624491759,3.710806558,2.496717933,3.244112431,2.510961638,2.944712156,3.06267137
LOC111332025,5.620190311,5.541672232,5.558976792,5.295084721,5.791947135,5.585583272,5.450958922,5.386807511,5.574616789,5.444368371
LOC111330401,4.511489686,4.561916109,4.285595392,4.371730196,4.347091612,4.365274839,5.003209686,4.598020531,4.504670313,4.759094506
LOC111330146,5.99918724,5.562465029,5.770397055,5.310344299,5.623882228,5.714912898,5.91686621,5.820470461,5.799198825,6.138648143
LOC111330384,5.022757612,5.202929099,4.928739075,4.476970786,4.506656146,5.397066653,5.00513572,4.605461831,4.779758116,4.750941689
LOC111330408,1.488924587,1.644532995,1.455983031,1.990322998,1.441693396,1.761466359,1.882506319,1.713441664,1.611279458,1.324078788
LOC111331248,2.573308567,2.477245564,2.599886512,2.665562438,2.248274267,2.747076432,2.606974874,2.736803276,2.253001194,2.263343169
LOC111330416,4.978227287,5.065515504,5.161303548,5.041918065,5.142249118,5.321631931,5.264354505,5.369370808,5.123591926,5.277599219
LOC111330909,5.779473437,6.010548887,5.563978283,6.324594152,5.734617758,5.655480911,5.904104583,5.700120323,6.079779078,5.972694028
LOC111331583,3.480821435,3.289921963,3.434689577,3.521046955,3.647845255,3.225375398,2.530309303,3.508570898,2.673617784,2.391116211
LOC111331558,3.554931507,3.565044917,3.622501013,3.562571829,3.302389589,3.210432611,3.235366932,3.39821994,3.213503188,3.217332098
LOC111331568,6.325545845,6.519297464,6.034767829,5.786908163,6.183768186,6.259754368,6.478315809,6.244798196,6.48332124,6.673069732
LOC111331577,2.105837725,1.86716614,1.970775249,1.810223373,1.828255523,1.778259801,2.210188202,1.664778916,2.218687078,2.043667023
LOC111330154,2.753705581,2.971524547,2.881664491,2.64480948,3.152379947,2.287641072,2.701729742,2.151542802,2.53465065,2.517790308
LOC111331301,1.846802189,1.714843084,2.148311472,2.441285767,2.01648406,1.60580264,1.339987791,1.376195217,1.569049616,1.261826187
LOC111331982,5.282540929,5.223751339,5.779918984,6.071475994,5.867649523,5.875661066,5.795991022,5.569082452,5.781790361,5.482310838
LOC111332019,2.970929864,2.812393175,2.656635025,2.436617243,3.062057239,2.894721319,2.670909457,2.47619401,2.593483014,2.904865649
LOC111332306,8.970481149,8.921380643,8.788468789,8.722835976,8.529869828,9.094687494,8.962366647,8.884264289,8.83336624,8.835867305
LOC111331391,5.372832315,4.918225389,4.482819313,4.654977859,5.060166993,4.621385456,4.800384229,4.84143317,4.906104817,4.626278062
LOC111331903,2.279646649,2.533407882,2.281110479,2.172593127,2.256451426,2.189940389,2.208078317,1.747901639,2.321688616,2.145428945
LOC111330601,5.181102099,5.017412449,5.467531942,5.64479725,5.535549242,5.083643813,5.28509078,5.170071096,5.328625472,5.190592168
LOC111330159,3.627516211,3.70155682,3.989012915,3.484343064,3.643336995,3.664835319,4.142278375,3.750787661,3.58705308,3.698900652
LOC111330794,2.209464675,1.951435831,1.663579736,1.910995567,2.21132087,1.730385317,1.966821559,1.621646596,1.579386775,1.996331105
LOC111332202,1.564233068,1.247471694,1.642797129,1.767591305,1.209072614,1.321035814,1.331326054,1.636027065,1.73605232,1.819594479
LOC111330931,3.830038943,3.63480529,3.835640874,3.726151007,4.109126376,3.564550967,3.713804571,3.331757441,3.293555035,3.52043168
LOC111330939,1.808917126,1.938717787,1.955350726,1.499430753,1.818125151,2.151826974,1.532034182,1.638244304,1.361274625,2.072620848
LOC111330775,2.626254571,2.987011187,3.714375777,3.825237501,3.376794013,2.432581338,2.45065681,2.551665419,2.677914323,2.300714314
LOC111330768,3.589578062,3.568538858,3.112673806,3.85219285,3.416513702,3.883156748,2.830132521,3.222483351,3.378213883,3.687216935
LOC111330784,4.413722418,4.298230448,4.636556543,3.729409656,4.125375843,4.810600337,4.095738116,4.471161469,4.029986872,4.335830071
LOC111330977,2.993531615,3.043546819,2.672095564,3.271580431,2.936388772,2.674602413,3.175861697,2.662598933,2.790301048,3.069605974
LOC111330885,4.30022053,4.693029515,4.494662145,4.230397458,4.621530147,4.370966005,4.528225854,4.895867555,4.577300449,4.716507953
LOC111332074,2.440453126,2.814466102,2.236423974,2.224085624,2.330904585,2.551992867,2.285110848,2.81470548,2.319033432,2.671141983
LOC111331741,3.213924283,3.295593281,3.172547511,3.297671856,3.055611123,2.796115196,3.07290539,2.846969129,3.36424488,3.064058582
LOC111331341,1.413278537,1.774490242,1.054723214,1.285778922,1.331954119,1.16060131,1.169966921,1.390591995,1.574637581,1.092119855
LOC111332047,1.725508865,1.512822012,2.265891818,1.56738898,1.725602196,1.552224731,1.434388614,1.815975622,1.517586664,1.457907955
LOC111332163,1.835262488,1.841136555,1.942538071,1.934000298,1.921490442,2.164286899,2.090139843,1.99743508,1.464219256,1.935128776
LOC111331276,5.204112849,5.464988648,5.311411409,5.615667118,5.37614315,5.713970486,5.737027054,5.345548993,5.351978925,5.502659804
LOC111330065,5.628779424,5.768339891,5.631728502,5.743070123,5.628268197,6.03563022,5.571421647,5.824386992,6.02057881,5.915933418
LOC111330033,3.546788886,3.868562332,3.837653166,3.707415289,3.857161415,3.801321204,3.718407396,3.960214797,3.912515698,3.531684577
LOC111331932,2.047872068,1.932766124,1.567327735,1.64394706,1.696896784,1.891846794,2.208011708,1.941409732,2.294088999,2.25985063
LOC111331335,4.234483149,4.182184386,3.488639864,3.798294965,3.994142493,4.02999645,3.799218388,3.847989133,3.897140536,3.997187251
LOC111332143,7.026124234,6.921758806,6.599837856,6.065529953,6.964742685,6.899738161,7.318602023,7.008476614,6.999712045,6.947258779
LOC111329983,6.622403062,6.619691452,6.856189143,6.531065061,6.460337614,7.055357348,6.704808181,6.679096676,6.590116355,6.671697866
LOC111329973,4.728957953,4.863982712,4.975872339,5.485259141,5.264060637,5.095253396,4.423757839,5.214394522,4.825689644,4.89421748
LOC111331361,4.546603957,4.654156922,4.745706862,4.399171873,4.616132258,4.531784565,4.96701296,4.770819688,5.030452069,4.855655569
LOC111332065,2.129989651,2.257779628,2.078380548,2.472139055,2.176883536,2.116040524,2.132653099,2.308293444,2.350786136,2.53486473
LOC111331894,1.266579803,1.409462842,0.972589585,1.200306746,1.113088133,1.080410713,1.08936869,1.312459435,1.396813953,1.417569328
LOC111331872,4.956602198,4.78431781,5.199397867,4.698134409,5.086272421,5.093660776,5.377305028,5.254689733,4.938542485,5.009790301
LOC111331858,4.059284303,3.73733925,3.846506342,3.747797646,3.999290558,4.356912455,4.080267346,4.697896886,4.677910415,4.395462975
LOC111331505,4.276100354,4.16734547,4.436535132,4.398185761,4.344055955,4.541332361,4.42699387,4.073715147,4.338509939,4.216695356
LOC111330452,3.781335943,4.293232492,3.681011262,3.919755377,4.228061521,3.800702652,4.044320706,3.876871201,4.182060693,4.061869294
LOC111330486,5.885541118,6.048090687,6.218754265,6.275369667,5.8643568,6.203863347,6.286192676,6.095755107,5.950415694,6.160063282
LOC111330479,7.372646635,7.610408568,7.520576224,7.185705732,7.23994031,7.641305673,7.819513335,7.122532675,7.507673182,7.563795897
LOC111330441,5.977083721,6.24677614,5.899727576,5.647462729,5.569201548,5.831372734,6.007153262,5.932422172,5.633388797,6.064815735
LOC111330426,1.96450454,2.242866917,1.857041166,2.259368641,2.710058308,2.541824518,2.478196862,2.355161538,2.631151261,2.220677147
LOC111330469,4.671088852,5.126211838,5.506845327,4.775430256,5.161557623,5.455871028,5.06087169,4.797371051,5.223015691,4.956155996
