,pl_101,pl_102,pl_104,pl_106,pl_107,pl_111,pl_112,pl_113,pl_118,pl_119
LOC111343639,2.841393077,2.939386614,3.030784383,2.932252823,2.623883539,2.909676685,2.852081899,2.905686502,2.845969554,3.047545702
LOC111325441,3.217887292,2.8190806,2.774029908,3.361478271,3.174873105,2.573174605,2.784480878,2.863119432,2.787124839,2.889573154
LOC111327812,3.085814205,2.816879406,2.942120415,2.583849608,2.635271716,2.56287813,2.676232577,2.697730379,2.903761236,2.65350847
LOC111328017,6.346789974,6.347793759,6.694024243,6.284735297,6.021778903,6.066369283,6.228204498,6.294206742,6.282902825,5.932734122
LOC111343383,1.623780665,1.690872823,1.140966593,1.20170738,1.965824202,1.49280843,1.111611484,1.273679676,1.218239134,1.578809694
LOC111329300,4.7908242,4.328631976,4.387685005,4.162614805,4.131698122,4.074245579,4.471868008,4.718769614,4.61808497,4.508233333
LOC111342105,2.226301909,2.342249124,2.051406644,2.027141959,2.149770037,1.978815063,2.21119137,2.481787346,2.481240866,2.229197724
LOC111341851,1.732254021,2.181602421,1.729812496,1.981431589,2.078612928,2.014899805,1.808694656,2.11429189,1.867306473,2.208760835
LOC111339229,1.888744408,2.084761795,2.324716744,1.677214728,1.727711013,2.307811139,2.046989054,1.971477221,1.524487127,2.358358737
LOC111323649,3.661801654,3.42168108,3.751668577,4.151635468,3.77556395,3.606470744,3.356456793,3.941679398,4.060570611,3.609072772
LOC111324311,2.965392432,3.234247273,3.524717886,3.785183873,3.485134077,3.440213096,2.870385041,3.144160308,2.79152505,2.849599767
LOC111324403,1.804337274,1.418748653,2.207844643,2.610893466,1.602314792,1.677425091,1.565922043,1.317977366,1.244532536,1.199928563
LOC111346265,7.111648132,6.993552856,7.163295411,6.939598722,6.816564314,7.631069621,7.156782755,7.371914951,6.936175535,6.89702549
LOC111341418,4.769440514,5.061264868,4.750630589,3.984619763,4.281417614,5.070036629,4.569487825,5.081420912,4.588790809,5.067537602
LOC111333167,1.660886797,2.224950712,1.650717278,2.049281296,2.115452613,2.311374718,1.733117795,1.707048904,1.682787559,1.619670733
LOC111324135,2.842736994,2.654738938,2.595158279,2.878115964,2.771725053,2.860827924,2.71444336,2.733452038,2.719078664,3.379968927
LOC111324227,1.90979132,1.667707529,1.749903338,1.731578062,1.470656748,1.979686787,1.302506256,1.736222407,1.524696796,1.569265755
LOC111323988,2.458962971,2.466632663,2.527629061,2.462897855,2.398981738,2.598985097,2.012674594,2.175795201,2.457620107,2.573313577
LOC111337241,4.694813943,4.789930351,4.992330289,4.418327863,4.286614924,4.566256388,4.809297187,4.583330792,4.358484115,4.699301136
LOC111337155,3.514669865,3.663585828,2.947579082,3.01859028,3.333923539,2.841231564,3.262286721,3.240390197,3.025568231,3.044285274
LOC111320899,2.044128933,1.983448607,2.103345573,2.376457928,1.959953065,2.226292534,2.145434341,1.885324501,2.634981001,1.90219285
LOC111320983,4.372932709,4.725907722,4.425628269,4.205731846,4.051790491,4.720178137,4.621187734,5.079881772,4.558008307,4.225282874
LOC111322123,3.087876434,3.569409385,3.224378625,3.531241978,3.191770939,3.253230547,3.478420956,3.628444271,3.11519577,3.300011456
LOC111344686,3.915757637,3.898959814,3.631967359,3.37233645,3.979862258,3.633276777,4.140750422,4.053959104,4.178019551,4.186870444
LOC111329881,1.497941954,1.503327004,1.441438406,1.384275624,1.425464235,1.255582068,1.513103505,1.646263339,1.230039241,1.494384262
LOC111330037,1.653250278,2.022619832,2.076336819,1.562350739,1.457626438,2.149938851,1.429018886,1.439221712,1.512620009,1.215150525
LOC111335611,2.271824355,2.334968277,2.10314983,1.921555738,2.083084388,2.740187915,2.156543672,2.805029335,2.194306523,2.277096446
LOC111335556,4.290984598,4.127420756,3.961783388,3.931511984,4.141109585,4.323259905,3.719032877,3.886635744,3.487710798,4.205918323
LOC111345476,4.759263197,4.771348039,4.480179762,4.104977896,4.17085094,4.485954347,4.927879692,4.580567862,4.970362144,4.88258381
LOC111345641,6.959727051,7.035294627,6.98965996,6.562729472,6.505873914,7.535006525,7.163688462,7.43566601,6.982081647,7.340977185
LOC111345733,3.464932344,3.246776646,3.602339635,3.519080141,3.091356212,3.521818845,3.032643018,3.773190489,3.754833801,3.651000093
LOC111320503,3.288946569,3.333468323,3.218071905,3.021710618,3.015433744,3.237092911,3.393883811,3.136010754,3.230467715,3.047143927
LOC111334661,1.727623255,1.658924861,1.947410583,2.097942389,2.40693055,1.964461892,1.508544401,1.4000421,1.590977561,1.287142447
LOC111344490,5.554886853,5.555458999,5.910787993,6.203921383,6.047261381,5.914745209,5.938246571,6.388357624,6.137570672,6.016787931
LOC111343541,4.36128738,4.306447362,4.588954456,4.354964331,4.499445998,4.693951993,4.024367262,4.300129569,4.111918425,4.42820546
LOC111337997,9.794501769,9.7835698,9.19825847,8.873791954,9.274946259,9.642009017,9.638085611,9.848840584,9.598092384,10.01420071
LOC111334377,7.350158204,7.160580399,7.039729661,6.19619236,6.655175575,6.885638599,7.414619383,7.339197855,7.305574723,7.734855576
LOC111332591,1.543316349,1.548476638,1.814062086,1.347265791,1.552588554,1.623991623,1.748574105,1.504698742,1.585449316,1.704139689
LOC111340922,3.390140943,3.192847444,3.886269427,3.820618116,3.601613964,3.432071675,3.240264319,3.652797095,3.878927981,3.234612617
LOC111338980,7.558139056,7.381446236,7.98560766,8.004881362,7.690073753,7.578606592,7.049257357,7.164085995,7.197737279,7.032066146
LOC111326445,2.115934642,2.519375114,2.571259208,2.532852573,2.117250253,2.372847923,2.190009001,2.432299098,2.127898056,2.384710322
LOC111326687,1.79526383,1.801273731,1.900840747,2.298249064,1.879602316,1.575236994,1.837757408,1.356073448,1.666396993,2.45856502
LOC111321543,3.03311717,3.192469139,3.211136713,2.708460461,2.536305555,3.211509254,2.596385682,2.984115787,2.789997074,3.012061825
LOC111321400,4.696112966,4.781214776,5.189580713,5.536195974,5.166496278,4.908909197,4.976668861,4.768361425,4.748974308,4.644910479
LOC111325088,3.813559917,4.037951841,4.211254281,4.556024626,4.411189362,4.242901869,4.030687723,4.587241008,4.489867056,4.325130435
LOC111325170,1.681164848,1.898542577,1.931583928,1.76814565,1.788680067,1.854193522,2.261000154,2.063132301,1.813018754,1.924894754
LOC111335044,3.214576134,3.367348263,3.296078055,2.895791331,3.183138444,3.166177162,2.864102699,3.290625549,3.165395355,3.460692503
LOC111333701,2.046012223,2.164144776,1.707496007,1.95944086,1.945517802,1.64953595,1.903965595,1.759311876,2.437798087,1.869609798
LOC111336516,2.692903859,2.700878738,3.136734961,3.091275754,3.024305871,2.593444194,2.512882351,2.853975238,2.628900101,2.818384712
LOC111331755,5.091453972,4.891344435,5.023066222,5.311574963,5.07414363,5.112754668,5.229333233,5.185294262,5.012071618,4.939223928
LOC111335695,2.014351826,1.512619959,1.803623026,2.198193495,1.908601608,1.609472918,1.867083064,2.204783034,1.913075135,1.9231509
LOC111322526,2.474515538,1.950040468,2.418292568,2.390829613,2.192870101,2.019153709,1.676285518,1.560798206,1.498720601,1.573752859
LOC111322987,4.851779509,4.734850925,5.412996643,5.241316675,4.819420954,4.073421827,4.264074218,4.566755557,4.240778901,4.252531358
LOC111335791,2.488361706,2.701776496,2.581434479,2.496371343,2.555022271,2.383885809,2.770374509,2.555922935,2.896984773,2.949232186
LOC111336163,1.903228074,2.153782876,2.017321179,1.695404765,2.30898123,1.701964004,2.161016448,1.985665252,2.179261245,2.004952704
LOC111323325,5.615801556,6.037389554,5.425654247,5.069546427,4.908248685,5.336995233,5.447444247,5.606019354,5.370998106,5.742145943
LOC111323420,1.169699823,1.315358511,1.016384909,1.253126963,0.852559558,1.104291367,1.115316993,1.303256068,0.949487136,0.908996435
LOC111336976,5.517106508,5.487975643,5.335407684,5.180419381,4.830362032,5.588383622,5.505616046,5.643640637,5.178245645,5.470044108
LOC111320668,3.11517822,2.896268032,2.751476041,2.94002967,2.62406123,2.813690357,2.361391181,2.469506357,3.025975883,2.407895837
LOC111329162,5.005228916,4.696642207,5.124869519,5.393687676,5.041746916,4.773606281,5.273444809,4.665235699,5.08212518,5.040522208
LOC111329064,4.52945715,4.576921287,4.170758525,3.926175488,4.468047193,4.212228389,4.149510804,4.418641378,3.98455069,4.563727169
LOC111342203,4.819327188,5.098541074,4.657159758,4.490317267,4.738499328,5.187301762,4.861241485,5.18156592,5.129260091,4.761332256
LOC111319446,5.725398018,5.597366828,4.82458356,4.384899521,4.776528399,5.48439444,4.266485063,5.760557669,5.143665726,3.860316591
LOC111343294,8.126739401,8.078549103,8.364430604,8.146100997,8.165906695,8.131086918,7.947716552,8.210798639,7.892143771,7.883210842
LOC111343079,7.389277654,7.151333613,7.329780591,6.982323814,7.541670659,7.375084941,7.678179836,7.667682279,7.834945948,7.553136039
LOC111336606,2.85674967,3.083874749,2.924579029,2.890512279,2.894735496,2.898968968,3.002750194,3.185946371,3.24106664,3.05619897
LOC111326949,3.448603348,3.571323303,3.654040901,3.532670879,3.987561551,3.516709051,3.903014084,4.044575915,4.404852235,4.012674614
LOC111330350,4.623335026,4.795366347,4.683876692,4.620156975,4.636924596,5.157202388,4.662993695,4.87927408,4.670867165,4.852269683
LOC111330445,2.579563208,3.317158773,2.75660123,3.367631461,3.556452574,3.111690393,3.64600903,3.260382897,3.311183563,3.341454096
LOC111330599,2.035571845,2.353625619,2.356580601,2.104928926,2.618105452,2.160271694,2.471603867,2.667485619,2.115347045,2.296615306
LOC111340274,6.895775785,7.075174563,7.382717294,7.234417092,6.866062522,7.085450111,7.048330572,7.063480402,6.797135425,6.698078649
LOC111331212,8.572631684,8.753049546,9.054412429,8.823053928,8.850705401,8.795556295,9.069195368,8.633456842,8.827765895,8.905047248
LOC111336792,2.439578375,2.175517983,1.918962149,2.679548842,1.901830428,2.089779299,2.312253583,2.12936031,2.327355743,2.231168096
LOC111330985,3.542020288,3.173400094,3.077772508,2.933207353,3.293057566,3.396613765,3.07044923,3.218902172,3.487720926,3.248100719
LOC111331125,5.669839547,5.779307032,6.001177876,5.920040567,6.118232347,5.980945929,5.761396572,5.643421226,5.792100536,5.684845253
LOC111324732,5.103926341,4.716756812,5.217178105,5.1297975,4.968263581,5.193660682,5.331261958,5.212358338,5.35994499,5.340578666
LOC111324919,1.99223839,1.998532409,2.158133826,2.432082549,1.773161525,2.565457016,1.611795252,2.166569686,1.814249635,1.942275499
LOC111320621,4.032688696,4.130884733,3.33693727,3.644544997,3.61058367,3.851061243,3.721256336,3.447078685,3.302116736,3.623880722
LOC111343830,2.195297732,2.202530932,2.391306096,2.070121862,2.161624784,1.621537501,2.114169536,1.949786252,1.839214128,2.286897695
LOC111334136,5.328237329,5.492448694,4.990108729,4.884967318,5.539137203,5.697967274,5.161232736,4.889927422,4.939713492,4.878925721
LOC111331476,2.522042275,2.737565007,2.621762447,3.118819674,2.786789903,2.703953607,2.541959807,3.011268085,2.643988057,2.289652861
LOC111320559,3.397658821,3.325713968,3.760942849,3.308596791,4.690395936,3.416263564,3.963713718,3.423162632,3.410136037,3.602948695
LOC111329814,2.23538191,2.185635576,1.860156618,2.388974568,2.407642568,2.416612559,2.050645481,2.157727645,1.637032038,2.096883416
LOC111337602,3.536001108,3.198451381,3.710290442,3.468371318,3.538079251,3.2214271,3.86533159,3.429967891,3.838653634,3.603058176
LOC111330903,1.243457713,1.177033414,0.86685111,0.91714098,1.009451931,0.97798404,1.118902825,1.120239585,1.5738875,1.028609471
LOC111324491,1.574019954,1.377557461,1.241164835,1.320769369,1.491379084,1.193864443,1.334128064,1.592984958,1.404202548,1.124484532
LOC111319231,3.637344788,3.436455931,3.344123625,3.651851722,3.747565925,3.857303055,4.032251947,3.453372339,3.820513585,3.840746942
LOC111346367,4.56565792,4.861951119,4.506830349,4.164850217,4.414252263,4.616221579,4.75462244,4.613913445,4.588571097,4.599564592
LOC111344491,1.348089696,1.718540363,1.38988659,1.784910333,1.513336944,1.895711501,1.206041625,1.651811733,1.31061374,1.670121572
LOC111344177,7.010497861,7.117461825,6.7003511,7.056212705,6.783639738,7.030193934,6.846700454,7.452337883,7.255094944,7.154984489
LOC111344080,2.58522917,2.384029563,2.558026418,2.738875865,2.429162185,2.147399851,2.274668011,2.509952946,2.211053,2.726181694
LOC111347580,4.518016046,4.402627083,4.471683616,4.658925923,4.722793437,4.477806554,4.732943537,4.74608043,4.663505338,4.555635445
LOC111320651,1.889941513,2.415490236,1.959155884,2.222546339,2.17244038,2.106912449,2.31810017,1.768871925,2.059282686,2.065386453
LOC111337783,1.575707166,1.862091663,1.691721674,2.085336689,1.7988175,1.743343708,1.638940404,1.883933341,1.336852058,1.904228557
LOC111337964,1.689310706,1.619277589,1.448738016,1.521013397,2.057164334,1.989183464,2.007705212,1.995188716,1.844317821,1.855947454
LOC111330819,7.094490777,7.243566247,7.308765756,7.068778593,7.025177095,7.25582497,7.411616923,7.532564204,6.932383103,7.168586614
LOC111336069,4.108112525,4.309865646,4.0369006,4.435355902,4.410649155,4.517901233,4.319804036,4.256845704,3.918786031,4.385507988
LOC111335979,1.963659341,2.392535442,2.043897104,2.440268789,2.255202993,1.847891281,2.099634773,1.945474569,2.554841537,2.570131545
LOC111328816,4.290137662,4.185713329,4.087360456,4.293409033,4.486939699,4.359161274,4.266651148,4.625172005,4.187021172,3.720751531
LOC111328739,1.382551182,1.458655748,1.520188306,1.332353422,1.240139527,1.333324605,1.465071877,1.337757856,1.180563943,1.537126967
LOC111337875,3.367456022,3.205034679,3.307165764,2.820678807,2.946156499,3.304219289,3.052445654,3.07462632,2.720247065,3.044809368
LOC111333769,2.173220493,2.356138653,2.463284222,2.638684684,2.225130628,2.163883731,2.069155707,2.27777402,2.552909445,2.299339037
LOC111327340,2.935459105,2.502175882,2.627318946,2.136116665,2.599200243,2.10424642,2.633569994,2.505036014,2.632871101,2.89973807
LOC111335887,4.212519534,4.271346724,4.905853941,4.701024819,4.399121719,4.18388024,3.890523303,4.77436496,4.346583638,3.70952312
LOC111335284,6.445408919,6.615348832,5.732738765,5.474417721,6.03302143,6.327347205,6.55661748,6.268813338,6.344472845,6.49455407
LOC111320661,1.499703138,1.121310716,1.228736042,1.307968997,1.216103543,1.310371869,1.442826581,1.499036558,1.279115028,1.600707184
LOC111343540,1.843044789,1.379104043,1.415992371,1.803902707,1.402495417,1.608159746,1.375861158,1.752102425,1.339040939,1.848179494
LOC111342608,4.561294772,4.636075923,5.125438457,5.499418629,5.194644659,5.370261962,5.249934205,4.958434613,4.926221723,4.584008884
LOC111330685,5.88899976,5.690764276,5.849707011,5.529739146,5.641951797,5.667236292,6.22493322,5.431020431,5.418136262,5.554520841
LOC111321291,3.748330174,3.996087035,4.349297061,4.698707056,4.493158482,4.030644255,4.996632069,4.708524705,4.827596492,4.601029042
LOC111321780,1.091653858,1.1742208,0.857850625,1.087937643,0.849478347,1.338017926,1.459492558,1.388744981,0.946983722,0.779629696
LOC111320787,2.76662148,2.72011576,3.346972576,3.239405358,2.600903485,3.272773405,2.757451898,3.201325931,3.135279603,3.231786869
LOC111322159,2.349912491,2.187660396,2.186926897,2.580019843,2.164422986,2.103557082,1.883014559,2.222163482,2.252354292,2.460260935
LOC111321632,5.843290112,5.69074852,5.985414051,6.217306511,6.223925921,6.224426847,5.916540017,5.775331974,6.072805423,6.08506075
LOC111321560,4.984010724,4.767041786,5.471317773,5.487496865,5.284841795,5.000532776,5.262902983,5.483304844,5.285558304,5.318220058
LOC111320823,5.258395984,5.135238774,5.427001093,5.059022979,5.3198014,5.644095024,5.297462892,5.440229753,5.319230723,5.315613134
LOC111320836,3.463459272,3.1577593,3.211788745,3.517282866,3.804477304,3.840075013,3.277508061,3.284005383,3.555525791,3.516604092
LOC111321799,4.476913343,3.818774234,4.031559518,4.60731951,4.406448745,3.994864598,4.025628004,4.283965005,4.548850261,4.410893502
LOC111320845,3.017503563,2.861368106,3.320375636,3.057698446,3.070696556,2.229616303,2.244786083,2.759711445,2.8330354,2.118763224
LOC111320776,2.520349124,2.835937928,2.462907569,2.737900121,2.931333716,2.843869692,2.697298529,3.203636748,2.780684957,2.870297707
LOC111320770,4.8666845,4.952941076,4.381696721,4.47398236,4.488767217,4.455859019,4.886306416,4.909062119,4.992297061,4.862392158
LOC111322255,1.668063891,1.611922908,1.614846173,1.262996893,1.595905473,1.302418844,1.768273661,1.522280073,1.276486786,1.341337436
LOC111321539,1.55686057,1.47284303,2.224510746,2.027652991,1.746760362,2.026210356,1.941692881,1.685084277,1.659998431,2.128619394
LOC111322092,3.326644804,3.721901686,2.983736631,3.824458895,3.658559453,3.426885689,3.166139369,2.942217414,3.629370878,3.389108942
LOC111322079,4.914375486,5.247215384,5.332382545,5.112357715,5.335010879,4.964719922,5.490891845,5.25509072,5.281006367,5.296129768
LOC111322115,4.892045709,4.984732703,5.375094493,5.40440382,5.239725372,5.254586503,4.748048196,5.286036657,4.999722104,5.042469445
LOC111321051,2.666882048,2.925145221,2.569967439,3.185427544,3.259706709,3.159367744,2.705496276,2.875795178,3.209557859,2.902288025
LOC111322172,2.534137768,2.14524886,2.284410725,2.295641263,2.567409144,2.865736461,2.320590006,2.311233269,2.153201761,2.252574017
LOC111321733,3.391505088,3.367156402,3.256349818,3.178178751,3.053229969,3.678257634,3.076559336,3.05478932,3.135382406,3.356802567
LOC111321701,2.035453085,1.932444675,1.708693626,1.664711202,1.559085342,1.643960443,1.773683616,1.728296914,1.609401545,2.064715153
LOC111322285,2.314919171,2.647368337,2.620053008,2.428321846,2.591976058,2.687427977,2.537012876,2.425209756,2.625976448,2.591751517
LOC111321269,4.900043978,5.115077196,4.93540129,5.412097179,5.310722842,5.143547958,5.359646882,5.309499799,5.445802965,5.367767286
LOC111320739,2.170975962,2.340500082,1.985412662,2.249175112,1.695668084,2.02658744,2.429497954,1.793828016,2.177852962,2.453849769
LOC111320759,6.300563008,6.24816596,6.801225212,6.727135343,6.513010952,6.169497744,5.636456938,6.091236743,6.268339808,5.662550921
LOC111322000,1.803252636,1.876042486,2.130630256,1.573181761,2.105094159,2.129419644,1.727388445,1.702397603,1.890963904,1.71815582
LOC111322101,1.797398257,1.596508649,1.484050828,2.14674887,1.850507006,1.678310447,1.572032839,1.450295993,1.524066087,1.569291729
LOC111321352,3.537752373,3.307533403,2.841452433,3.711812214,3.279374537,3.109056619,3.049937897,3.425841354,3.739738033,3.503699912
LOC111321419,2.20800989,2.279460028,2.47298704,2.3787913,2.339055945,2.936113948,2.58359624,2.715186326,2.503592082,2.404621632
LOC111322037,5.846740256,5.558011389,5.708113188,5.263200987,5.63110151,5.714120001,5.676751422,5.609259247,6.094345509,5.511590926
LOC111322069,2.525884387,2.827851179,3.061829345,2.673305679,2.5967541,2.786186937,2.726784942,2.78877546,2.381003391,2.617923147
LOC111321759,4.785568136,4.146874134,4.947095728,4.961270546,4.731583675,4.374045961,3.413683386,4.011573347,3.864700008,3.560720904
LOC111321770,7.777019158,7.904006467,7.217006372,7.097894695,7.372847262,7.90176569,7.612077781,7.894783592,7.769430441,7.760923399
LOC111321401,3.427325668,3.499532078,3.221343566,3.349022237,3.187352504,2.934640783,3.267119029,3.138517249,3.030317072,2.918402517
LOC111321496,5.892754779,5.466560923,5.803735816,6.250939742,6.357391759,6.281478304,6.188422633,6.260754545,6.276592166,6.169089728
LOC111321411,6.140615183,6.217098418,6.217204796,5.970881137,6.37549774,6.248572696,6.317063326,5.895535992,6.23826554,6.270634076
LOC111321339,6.229088179,6.242009558,6.479559388,6.304670533,6.241684335,6.411097668,6.500707515,6.378002407,6.334532758,6.546166848
LOC111321371,1.890066469,2.011948431,1.735163545,1.525554201,1.839229224,1.669954374,1.907243042,1.75290909,1.635149675,2.088505053
LOC111321588,2.97039206,2.697171909,2.849053885,2.540512757,3.150934018,3.249777566,2.463368402,3.016518198,2.842764194,3.098995805
LOC111321603,3.326040826,3.335848012,3.179881251,2.573311248,2.781011928,3.267360295,2.915751511,3.305359976,3.062155962,3.553628961
LOC111321611,4.110721862,3.890547384,3.987519455,3.807058513,3.463093936,4.470099328,3.919037719,3.932856083,3.698523817,4.143527555
LOC111321576,2.644061583,2.373872327,2.579357649,2.627082842,2.652079414,3.096188282,2.596122878,2.403143614,2.603971685,2.777276116
LOC111321740,5.866652105,5.782546565,5.83402745,5.791940819,5.939150079,6.174116404,5.493170744,6.187010774,5.590329601,5.519687233
LOC111321653,3.946472727,3.867920861,4.180462939,4.046526453,4.465383719,4.121816753,4.622123536,4.320685304,4.247804427,4.265348431
LOC111321843,4.420518899,4.179501099,4.690820178,4.909523074,4.74147047,3.431559595,4.033926247,3.640659505,3.699074658,2.927520457
LOC111321891,3.665659952,3.984362374,4.136828996,4.476820467,4.759460709,4.090117898,4.7571006,4.353860178,4.911406865,4.360221951
LOC111321851,2.280126953,2.288099809,1.942433921,1.614722919,1.800553195,1.751382347,2.088222578,1.830375508,1.597725276,1.935038353
LOC111321900,4.825128351,4.869680214,5.031313591,5.044084924,4.35216598,5.101723789,4.881932747,4.786189232,4.837676054,4.918000711
LOC111321884,3.338424786,2.880623463,3.31287951,3.362180944,3.487401757,3.181782988,3.05292139,2.969691494,3.525753857,3.05950793
LOC111320715,3.512993423,3.823084399,3.657033515,3.837260886,3.682354609,3.743614398,3.177312256,3.224192259,3.497764906,3.471858408
LOC111321183,4.006461933,4.017389021,3.855951959,3.501996672,4.047960813,3.769019464,3.798647169,3.92512512,4.457537944,3.881016742
LOC111322245,1.891756086,1.767085493,1.907652601,2.527354224,1.884164258,1.58400627,1.462794581,1.228737679,1.547397305,1.238700651
LOC111322235,4.55276179,4.544845733,4.559904953,5.007313954,4.925968249,4.550225161,4.507043577,4.331749024,4.562266606,4.299454159
LOC111321524,4.661996836,4.727913612,5.083616084,4.621511731,4.679608218,4.893376752,4.771198453,4.668762539,4.794082118,4.706871728
