"","pl_101","pl_102","pl_104","pl_106","pl_107","pl_111","pl_112","pl_113","pl_118","pl_119"
"LOC111340480",0,0,0,0,0,0,0,0,0,1
"LOC111340501",3,1,0,0,1,0,2,3,1,3
"LOC111340512",0,1,0,0,0,0,0,0,0,0
"LOC111340506",0,2,0,0,0,2,1,1,0,0
"LOC111340483",0,2,0,0,0,1,0,0,0,0
"LOC111340502",6,1,2,0,2,1,5,3,3,4
"LOC111340504",0,0,0,0,0,0,0,0,0,0
"LOC111340482",11,11,1,0,6,7,5,7,7,9
"LOC111340509",21,15,5,1,2,16,5,6,16,15
"LOC111340497",0,1,0,0,0,1,1,0,1,0
"LOC111340484",1,2,0,0,1,1,0,0,1,0
"LOC111340498",14,5,3,0,1,1,3,12,2,1
"LOC111340499",7,7,4,1,3,3,5,3,1,6
"LOC111340500",0,1,0,1,0,0,0,1,0,0
"LOC111340507",4,2,6,2,4,2,0,2,0,4
"LOC111340508",1,0,0,0,0,0,0,0,0,0
"LOC111340510",0,0,0,0,0,0,0,0,0,0
"LOC111340511",40,40,8,2,10,25,11,15,21,33
"LOC111340492",0,1,0,0,0,0,1,0,1,1
"LOC111340485",96,54,42,26,99,77,65,41,40,47
"LOC111340493",251,172,106,50,193,193,114,61,71,114
"LOC111340486",0,0,0,0,0,0,0,0,0,0
"LOC111340487",25,40,8,5,15,21,11,2,9,20
"LOC111340491",4,7,2,8,3,7,0,2,2,5
"LOC111340494",9,10,4,6,8,8,4,3,5,6
"LOC111340505",458,525,232,171,199,453,298,594,171,335
"LOC111340481",4,6,1,5,2,3,4,4,6,17
"LOC111340495",34,32,8,10,6,10,15,24,20,30
"LOC111340488",0,0,0,0,0,0,0,0,1,0
"LOC111340489",0,0,0,0,0,0,0,0,0,0
"LOC111340490",0,0,0,0,0,0,0,0,0,0
"LOC111340514",1,2,0,0,0,0,1,4,0,1
"LOC111340519",3,5,2,0,1,3,3,7,0,0
"LOC111340522",4,4,2,0,1,0,1,1,1,4
"LOC111340520",0,0,0,0,0,0,0,0,0,3
"LOC111340515",2,5,0,0,0,6,1,0,1,5
"LOC111340517",11,11,4,0,0,3,3,7,3,3
"LOC111340518",0,0,0,1,0,0,0,0,0,2
"LOC111340521",3,0,1,0,0,0,0,1,3,3
"LOC111340516",0,0,0,0,1,0,0,0,0,0
"LOC111340530",0,0,0,0,0,0,0,0,0,0
"LOC111340527",0,0,0,0,0,0,0,0,0,0
"LOC111340531",0,2,0,0,0,0,0,2,0,2
"LOC111340526",0,0,0,0,0,0,0,1,0,0
"LOC111340529",0,0,0,0,0,0,0,0,0,0
"LOC111340528",0,0,0,0,0,0,0,0,0,0
"LOC111340525",0,0,0,0,0,0,0,0,0,0
"LOC111340536",0,0,0,0,0,0,0,0,0,0
"LOC111340534",1,2,0,0,0,0,0,0,0,0
"LOC111340533",0,0,0,1,0,0,0,0,0,0
"LOC111340535",0,0,0,0,0,0,0,1,0,0
"LOC111340523",0,0,0,0,0,0,0,0,0,0
"LOC111340563",7,9,0,0,1,1,2,5,2,3
"LOC111340554",18,13,5,5,13,4,9,6,5,10
"LOC111340550",13,6,2,1,3,6,1,10,3,8
"LOC111340562",0,2,0,0,0,0,0,1,0,0
"LOC111340556",17,8,4,3,8,2,4,5,6,4
"LOC111340557",0,0,0,0,0,0,0,0,0,0
"LOC111340553",17,13,6,2,7,8,11,12,11,24
"LOC111340552",10,10,10,4,10,12,13,4,13,13
"LOC111340545",0,0,0,0,0,0,0,0,0,0
"LOC111340541",5,14,10,3,4,3,7,8,4,4
"LOC111340544",431,447,253,97,178,252,241,393,231,308
"LOC111340542",30,57,8,8,12,19,15,37,15,19
"LOC111340539",41,26,8,6,14,16,10,19,14,17
"LOC111340548",1,0,1,0,2,1,1,1,4,1
"LOC111340547",91,72,25,23,47,48,43,67,55,46
"LOC111340540",0,0,0,0,0,0,0,0,0,0
"LOC111340555",0,1,0,0,0,1,0,0,1,0
"LOC111340561",2,1,0,0,0,0,0,2,1,1
"LOC111340558",0,0,0,0,0,0,0,0,0,0
"LOC111340546",2,0,0,0,1,1,0,1,0,0
"LOC111340577",0,0,0,0,0,0,0,0,0,1
"LOC111340565",0,0,0,0,0,0,0,0,0,1
"LOC111340564",0,0,0,0,0,0,0,0,0,1
"LOC111340576",0,0,0,0,0,0,0,0,0,0
"LOC111340568",21,14,19,15,23,16,10,27,17,13
"LOC111340573",7,9,6,6,2,1,3,2,3,7
"LOC111340574",1,3,0,0,0,1,1,0,1,1
"LOC111340572",43,36,9,7,17,18,19,29,20,32
"LOC111340570",10,6,6,0,8,0,8,5,9,2
"LOC111340569",2,7,2,0,1,0,0,2,2,4
"LOC111340580",1,0,0,0,0,2,2,2,0,0
"LOC111340581",0,1,0,0,0,0,0,0,0,0
"LOC111340582",1,1,0,0,0,1,0,0,0,1
"LOC111340579",0,0,0,0,0,0,0,0,0,0
"LOC111340578",0,0,0,0,0,0,0,0,0,0
"LOC111340583",0,1,0,0,0,0,0,1,0,0
"LOC111340584",0,0,0,1,1,0,0,0,0,0
"LOC111340593",4,11,3,2,2,2,2,8,3,9
"LOC111340585",0,4,1,0,0,0,0,0,1,0
"LOC111340587",3,0,2,1,1,1,0,2,1,1
"LOC111340592",12,13,3,3,8,8,0,9,3,2
"LOC111340588",0,0,0,0,0,0,0,0,0,0
"LOC111340589",0,1,0,0,0,0,0,0,0,0
"LOC111340591",0,0,0,0,0,0,1,1,0,0
"LOC111340606",0,0,0,0,0,0,0,0,0,0
"LOC111340607",1,0,0,0,0,0,0,0,0,1
"LOC111340610",0,0,0,0,0,0,0,0,0,0
"LOC111340595",2,2,1,0,3,1,4,1,1,2
"LOC111340609",1,2,0,1,0,0,4,2,1,1
"LOC111340608",30,35,11,5,14,26,46,42,42,37
"LOC111340596",43,40,22,15,15,8,4,20,17,0
"LOC111340605",1,0,0,4,3,1,0,0,1,2
"LOC111340597",1,1,1,1,1,3,2,1,2,3
"LOC111340602",6,10,1,3,9,6,5,5,13,6
"LOC111340603",0,1,0,1,0,0,0,2,0,0
"LOC111340604",1,0,0,0,0,0,0,0,0,0
"LOC111340598",0,0,0,0,0,0,0,0,0,0
"LOC111340599",2,2,0,0,2,0,3,0,5,4
"LOC111340600",0,1,1,0,1,1,0,0,0,2
"LOC111340639",0,0,0,0,0,0,0,0,0,0
"LOC111340634",1,3,0,1,1,0,1,2,2,0
"LOC111340633",0,2,0,0,2,0,1,0,0,0
"LOC111340640",0,0,0,0,0,0,0,0,0,0
"LOC111340641",1,0,0,0,0,0,0,0,0,0
"LOC111340632",1,5,0,1,0,5,0,1,0,6
"LOC111340612",9,7,7,3,2,3,3,14,5,13
"LOC111340638",38,38,24,8,21,31,11,23,17,26
"LOC111340613",11,13,3,3,1,8,7,4,3,5
"LOC111340620",0,1,0,0,1,0,0,0,0,0
"LOC111340621",0,0,0,0,0,2,0,1,0,1
"LOC111340614",0,0,0,0,0,1,1,0,0,0
"LOC111340618",1,0,0,0,0,0,0,0,0,0
"LOC111340615",1,1,0,0,0,0,1,1,1,1
"LOC111340623",0,0,0,0,0,0,0,0,0,0
"LOC111340622",8,11,5,3,7,2,0,3,0,2
"LOC111340617",8,9,13,7,10,0,1,4,4,1
"LOC111340636",2,2,1,1,0,0,1,0,1,0
"LOC111340637",28,26,2,7,12,4,20,9,12,14
"LOC111340626",7,8,2,1,0,2,6,3,8,4
"LOC111340625",3,2,2,0,0,0,2,1,3,1
"LOC111340629",5,8,4,0,1,0,0,3,2,5
"LOC111340630",0,0,0,0,1,0,0,0,0,0
"LOC111340631",1,6,1,0,1,2,2,2,2,2
"LOC111340624",1,1,1,0,1,2,0,2,0,1
"LOC111340616",2,5,1,1,1,3,2,5,1,1
"LOC111340654",13,5,1,3,3,1,0,5,2,2
"LOC111340652",0,0,2,0,0,0,3,1,0,1
"LOC111340657",0,0,0,0,0,0,1,0,0,0
"LOC111340642",0,0,0,0,1,0,0,0,0,0
"LOC111340646",0,0,0,0,0,0,0,0,0,0
"LOC111340647",0,0,0,0,0,0,0,0,0,0
"LOC111340648",0,0,0,0,0,0,0,0,0,0
"LOC111340651",11,11,4,3,3,4,5,6,5,10
"LOC111340649",1,0,1,0,1,0,0,0,0,0
"LOC111340650",12,7,0,1,8,1,9,10,16,6
"LOC111340653",1,3,0,0,1,0,1,0,0,0
"LOC111340655",55,60,33,26,51,62,86,130,97,69
"LOC111340656",10,9,1,2,5,3,3,6,1,6
"LOC111340676",0,0,0,0,0,0,0,0,0,0
"LOC111340663",1,0,1,0,0,0,0,0,0,0
"LOC111340660",0,1,0,0,0,0,0,0,0,0
"LOC111340662",1,0,0,0,0,0,0,0,0,0
"LOC111340659",0,0,0,0,0,0,0,0,0,0
"LOC111340675",0,0,0,1,1,1,0,0,1,1
"LOC111340678",1,1,0,0,0,1,0,0,2,0
"LOC111340674",829,859,481,245,370,387,458,498,596,364
"LOC111340672",0,2,0,0,0,0,0,0,1,0
"LOC111340670",78,79,46,41,57,59,84,138,78,78
"LOC111340671",27,13,10,8,9,8,10,16,8,11
"LOC111340673",123,136,46,25,34,77,39,105,49,71
"LOC111340668",0,1,0,0,0,0,0,0,1,0
"LOC111340666",0,0,0,0,0,0,0,1,2,0
"LOC111340665",4,3,0,2,1,0,0,0,0,1
"LOC111340664",6,5,1,0,1,2,1,3,1,3
"LOC111340685",80,66,13,4,21,35,17,32,32,10
"LOC111340688",92,99,26,6,40,63,27,95,57,26
"LOC111340686",3,6,0,0,2,1,0,2,0,3
"LOC111340679",112,126,49,17,88,75,26,77,41,23
"LOC111340680",34,14,17,21,19,21,27,48,32,51
"LOC111340683",1,0,0,0,0,0,0,1,0,0
"LOC111340682",14,25,8,6,4,6,8,20,7,13
"LOC111340684",0,1,0,0,2,1,0,0,2,2
"LOC111340689",2,4,0,1,0,0,0,0,0,1
"LOC111340681",0,0,0,0,0,0,0,1,0,0
"LOC111340706",5,7,3,1,5,4,1,1,4,0
"LOC111340701",0,1,0,0,0,0,1,0,3,0
"LOC111340691",0,0,0,0,1,1,0,0,2,1
"LOC111340698",0,1,0,0,0,0,0,0,0,1
"LOC111340704",2,1,1,1,1,0,2,1,2,1
"LOC111340700",0,0,0,0,0,0,0,0,0,0
"LOC111340705",0,0,0,0,0,0,0,0,0,0
"LOC111340699",0,0,0,0,0,0,0,0,0,0
"LOC111340697",0,0,0,0,0,0,0,0,0,0
"LOC111340692",0,0,0,0,1,0,0,0,0,0
"LOC111340693",0,0,0,0,0,0,0,0,0,0
"LOC111340694",0,0,1,0,1,0,0,2,1,0
"LOC111340712",0,0,0,0,0,2,0,0,1,0
"LOC111340711",6,5,2,3,3,1,0,1,2,3
"LOC111340709",4,1,0,0,1,0,1,2,2,0
"LOC111340708",2,1,2,3,1,0,1,2,0,1
"LOC111340710",9,6,7,5,9,2,1,5,8,7
"LOC111340707",2,8,2,5,3,3,1,1,0,1
"LOC111340725",0,0,0,0,0,0,0,0,0,0
"LOC111340721",0,0,0,0,0,0,0,0,0,1
"LOC111340715",0,0,0,0,1,0,0,0,0,0
"LOC111340716",0,0,0,0,0,0,0,0,0,0
"LOC111340722",0,0,0,0,0,0,0,0,0,0
"LOC111340714",0,0,0,0,0,0,0,0,0,0
"LOC111340713",0,0,0,0,0,0,0,0,0,0
"LOC111340717",0,0,0,0,0,0,0,0,0,0
"LOC111340718",0,0,0,0,0,0,0,0,0,0
"LOC111340723",1,0,0,0,0,0,0,0,0,0
"LOC111340719",0,0,0,0,0,0,0,0,0,0
"LOC111340720",1,0,0,0,0,0,0,0,0,0
"LOC111340741",10,9,2,5,4,4,6,10,4,5
"LOC111340730",2,0,0,0,0,0,0,0,1,0
"LOC111340735",47,34,22,18,27,14,35,42,25,41
"LOC111340739",4,4,0,0,1,1,0,1,0,4
"LOC111340740",16,27,6,7,9,10,9,21,15,11
"LOC111340726",6,9,6,3,1,8,3,2,5,8
"LOC111340728",50,45,15,3,17,18,19,31,34,36
"LOC111340729",20,23,10,4,7,12,6,14,4,19
"LOC111340727",11,19,7,4,5,2,3,6,5,4
"LOC111340731",0,0,0,0,0,0,0,0,0,0
"LOC111340742",0,0,0,0,0,0,0,0,0,0
"LOC111340732",1,0,0,0,0,0,0,0,0,0
"LOC111340734",0,0,0,1,0,0,0,0,0,0
"LOC111340764",0,0,0,0,0,0,0,0,0,0
"LOC111340748",2,0,0,0,0,1,0,0,1,0
"LOC111340743",1,2,1,0,0,0,0,0,1,0
"LOC111340761",13,23,11,12,13,10,8,32,16,14
"LOC111340763",1,2,1,0,2,0,2,4,1,3
"LOC111340760",2,0,1,0,0,2,0,0,1,0
"LOC111340766",2,3,0,0,0,5,0,0,3,1
"LOC111340767",4,7,5,4,0,0,1,3,2,2
"LOC111340747",0,0,0,0,2,0,0,0,0,0
"LOC111340745",7,4,2,1,4,2,3,3,0,1
"LOC111340746",3,6,2,2,3,2,4,8,0,0
"LOC111340769",80,74,30,16,37,47,32,65,61,41
"LOC111340756",99,105,39,30,60,49,46,63,73,68
"LOC111340768",0,6,1,1,3,0,0,6,0,2
"LOC111340774",34,48,13,11,11,25,12,26,23,21
"LOC111340759",77,88,28,12,18,39,41,49,57,47
"LOC111340765",27,35,18,13,14,19,8,14,13,13
"LOC111340755",43,60,23,15,14,30,21,42,23,39
"LOC111340749",16,8,8,3,13,5,12,21,17,9
"LOC111340750",17,19,4,4,8,5,9,9,6,4
"LOC111340773",690,881,438,194,285,402,417,511,423,483
"LOC111340751",54,36,14,6,10,21,15,18,21,20
"LOC111340771",21,9,1,0,6,8,2,7,10,6
"LOC111340752",0,1,0,0,0,1,0,0,0,0
"LOC111340772",4,6,4,1,5,0,1,1,3,3
"LOC111340770",0,3,0,1,1,2,0,1,3,0
"LOC111340758",0,5,0,2,1,1,1,2,2,6
"LOC111340753",1,0,1,1,1,0,0,0,0,2
"LOC111340757",0,1,0,0,0,0,1,0,1,0
"LOC111340788",0,0,0,0,0,0,0,0,0,1
"LOC111340775",0,0,0,0,0,0,0,0,0,0
"LOC111340776",0,0,0,0,0,0,0,0,0,0
"LOC111340790",0,0,0,0,0,1,0,0,0,0
"LOC111340777",0,0,0,0,0,0,0,0,0,0
"LOC111340789",0,0,0,0,0,0,0,0,0,0
"LOC111340778",2,1,0,0,1,0,0,2,0,3
"LOC111340786",6,1,0,0,0,1,2,2,0,1
"LOC111340781",9,16,6,4,6,4,2,4,7,2
"LOC111340782",2,2,1,0,1,1,0,0,0,0
"LOC111340779",1,0,0,0,0,0,0,0,0,0
"LOC111340783",117,104,34,36,36,41,42,94,59,63
"LOC111340780",70,38,17,15,11,17,18,38,23,28
"LOC111340785",18,12,5,3,6,6,6,6,3,5
"LOC111340794",0,1,1,1,1,1,3,0,1,2
"LOC111340791",59,55,24,23,35,35,38,60,31,38
"LOC111340793",30,46,13,11,18,22,30,34,22,57
"LOC111340787",2,0,1,2,0,1,0,1,0,1
"LOC111340795",0,0,2,0,0,0,0,1,0,0
"Trnat-ugu_20",0,0,0,0,0,0,0,0,0,0
"LOC111340807",2,0,2,3,0,0,0,1,1,1
"LOC111340796",66,54,20,13,22,22,18,25,25,32
"Trnat-ggu_29",0,0,0,0,0,0,0,0,0,0
"LOC111340808",92,86,39,17,29,64,33,84,40,54
"LOC111340805",0,1,0,1,1,0,0,0,0,1
"LOC111340797",0,0,0,1,1,0,0,0,0,0
"LOC111340803",0,0,0,0,0,0,0,0,0,0
"LOC111340798",0,0,0,0,0,0,0,0,0,0
"LOC111340799",0,0,0,0,0,0,0,0,0,0
"LOC111340806",0,1,2,0,0,0,0,0,2,1
"LOC111340800",1,4,0,1,1,0,0,1,2,0
"LOC111340801",0,0,0,0,0,0,0,0,0,0
"LOC111340822",129,92,79,66,55,28,23,49,19,18
"LOC111340824",4,6,3,2,2,4,6,2,4,1
"LOC111340814",3,5,0,2,0,1,0,3,1,1
"Trnad-guc_2",1,0,0,0,1,0,0,0,0,0
"LOC111340813",18,23,10,11,10,10,6,16,13,20
"LOC111340815",0,1,0,1,0,0,0,0,0,0
"LOC111340811",0,0,0,0,0,0,0,0,0,0
"LOC111340817",24,9,8,3,9,12,8,11,10,18
"LOC111340828",184,156,110,80,51,107,95,197,118,148
"LOC111340825",66,50,16,20,17,17,26,47,32,42
"LOC111340827",0,1,0,0,0,0,0,0,0,0
"LOC111340826",2,3,0,0,0,0,1,1,1,1
"LOC111340818",47,63,24,30,32,39,26,45,28,26
"LOC111340819",5,5,0,1,4,2,2,4,0,4
"LOC111340820",70,61,44,44,42,30,13,33,24,11
"LOC111340821",2,5,2,0,0,0,1,1,4,4
"LOC111340816",0,0,0,0,2,0,1,0,0,2
"LOC111340848",0,0,0,0,0,0,0,0,0,0
"LOC111340831",0,0,0,0,0,0,0,0,0,0
"LOC111340852",38,20,6,4,6,19,12,25,17,17
"LOC111340837",18,19,12,4,10,12,11,9,9,18
"LOC111340836",1436,1528,583,358,510,880,759,1158,718,905
"LOC111340835",28,30,15,5,4,17,17,19,15,23
"LOC111340846",1,2,2,0,1,0,0,0,3,0
"LOC111340857",17,13,4,4,5,12,8,12,14,8
"LOC111340849",1,0,0,0,0,1,0,0,0,0
"LOC111340851",41,41,23,10,13,14,32,31,29,35
"LOC111340832",1,1,0,0,0,0,0,0,0,0
"LOC111340843",0,0,0,0,0,0,0,0,0,0
"LOC111340844",0,0,0,0,0,0,0,2,0,0
"LOC111340845",0,0,0,0,0,0,0,0,0,0
"LOC111340833",0,0,0,0,0,0,0,0,0,0
"LOC111340834",22,40,22,6,15,20,19,24,16,19
"LOC111340856",104,110,58,64,65,61,53,79,78,56
"LOC111340855",43,46,31,27,38,35,29,40,56,39
"LOC111340841",0,0,0,0,0,0,0,1,1,0
"LOC111340838",14,3,2,2,3,1,2,0,4,5
"LOC111340842",30,21,9,5,9,20,10,15,17,14
"LOC111340839",5,1,1,0,1,0,0,2,1,3
"LOC111340858",28,16,4,4,4,12,9,22,9,11
"LOC111340847",0,2,0,0,0,0,0,0,0,1
"LOC111340854",6,4,1,0,6,0,1,2,3,2
"LOC111340853",1,1,0,0,0,0,0,0,0,0
"LOC111340873",102,92,40,28,45,40,35,58,30,45
"LOC111340865",40,60,17,15,23,42,16,27,23,23
"LOC111340879",18,11,9,3,2,12,5,6,2,6
"LOC111340869",0,0,1,0,0,0,0,0,0,1
"LOC111340868",0,1,0,0,1,0,0,0,1,0
"LOC111340875",0,0,0,0,0,0,0,0,0,0
"LOC111340870",0,0,0,0,2,0,0,0,1,0
"LOC111340867",53,38,18,9,15,16,28,46,37,37
"LOC111340877",3,6,0,1,1,0,1,1,3,3
"LOC111340880",11,10,4,2,2,6,4,2,10,12
"LOC111340876",1,0,0,0,0,0,1,0,0,0
"LOC111340866",12,20,6,5,9,14,3,18,8,11
"LOC111340881",0,0,0,0,0,0,0,0,0,0
"LOC111340872",28,31,21,18,29,6,15,14,9,8
"LOC111340871",1,2,1,0,0,0,0,0,0,0
"LOC111340863",81,79,25,24,32,37,34,58,60,72
"LOC111340862",1,0,0,0,0,0,1,0,0,1
"LOC111340864",0,0,0,0,0,0,0,0,1,0
"LOC111340883",32,19,24,30,14,7,4,9,11,2
"LOC111340874",25,16,2,3,2,7,10,12,6,11
"LOC111340861",7,2,2,1,0,1,0,2,1,3
"LOC111340878",1,0,1,0,0,2,0,2,0,1
"LOC111340907",0,0,0,0,0,0,0,0,0,0
"LOC111340903",0,1,0,0,0,0,0,0,1,1
"LOC111340902",5,13,4,7,2,4,1,5,7,6
"LOC111340906",5,3,1,1,1,1,1,2,1,0
"LOC111340893",6,10,2,4,3,8,1,7,3,2
"LOC111340896",1,0,1,0,0,0,3,2,2,1
"LOC111340895",3,6,3,2,0,0,0,4,0,1
"LOC111340894",29,23,6,3,16,9,7,21,13,27
"LOC111340897",145,171,99,52,63,106,72,112,82,100
"LOC111340898",64,66,34,16,34,37,35,82,41,41
"LOC111340899",96,175,57,27,67,116,77,77,90,100
"LOC111340900",1,3,0,0,2,1,0,3,2,3
"LOC111340885",18,9,8,7,7,15,16,16,14,8
"LOC111340886",10,17,6,1,0,4,12,5,10,12
"LOC111340904",3,1,1,1,0,4,2,5,2,1
"LOC111340905",7,16,3,10,11,6,8,9,5,13
"LOC111340892",6,1,0,0,1,0,0,2,1,0
"LOC111340889",76,48,43,15,35,33,43,85,51,81
"LOC111340890",14,10,3,4,4,15,6,12,7,16
"LOC111340887",440,337,311,247,250,118,122,184,158,127
"LOC111340888",18,13,8,6,7,4,13,16,10,13
"LOC111340884",8,7,4,3,2,1,1,5,1,5
"LOC111340909",3,1,1,0,0,0,0,1,1,1
"LOC111340926",0,0,0,0,0,0,0,0,1,0
"LOC111340917",0,0,0,0,1,0,0,1,0,0
"LOC111340918",0,0,0,0,0,0,0,0,0,0
"LOC111340910",2,0,0,1,0,0,0,0,0,0
"LOC111340913",0,0,0,0,0,0,0,0,0,0
"LOC111340925",2,4,0,0,2,0,0,1,1,1
"LOC111340914",2,2,1,0,1,0,0,0,0,0
"LOC111340919",1,0,0,0,0,0,0,0,0,0
"LOC111340908",8,7,2,3,3,3,3,4,3,6
"LOC111340923",69,76,27,8,16,21,17,43,40,34
"LOC111340924",206,176,108,67,124,166,173,181,230,199
"LOC111340921",40,27,14,20,16,7,19,29,27,33
"LOC111340920",74,77,27,15,39,68,37,108,76,85
"LOC111340915",0,0,0,0,0,0,0,0,0,0
"LOC111340916",0,0,0,1,0,0,0,0,0,0
"LOC111340933",9,2,1,0,5,2,2,1,0,5
"LOC111340927",0,0,0,0,0,0,0,0,0,0
"LOC111340928",1,0,0,0,0,2,0,0,0,0
"LOC111340934",0,0,0,0,0,0,0,0,0,0
"LOC111340932",0,1,0,1,0,0,0,0,0,0
"LOC111340948",46,32,20,8,18,27,21,33,28,26
"LOC111340951",2,1,0,0,0,4,2,5,3,2
"LOC111340952",0,1,1,2,1,0,0,1,0,1
"LOC111340950",4,3,1,0,0,1,1,3,6,4
"LOC111340935",0,0,0,0,0,0,0,0,0,0
"LOC111340946",1,0,0,0,0,1,1,0,1,0
"LOC111340936",7,5,5,2,0,3,3,7,6,7
"LOC111340937",5,6,0,0,0,1,1,5,5,3
"LOC111340940",865,506,396,255,402,664,616,928,672,574
"LOC111340941",28,20,11,11,24,21,17,34,15,28
"LOC111340947",2,3,4,2,4,1,1,3,0,1
"LOC111340943",0,0,0,0,0,0,0,0,0,0
"LOC111340942",1,0,0,0,0,1,0,0,0,0
"LOC111340944",0,0,0,0,0,0,0,0,0,0
"LOC111340939",1,0,0,0,1,0,0,0,0,0
"LOC111340961",0,0,0,0,0,0,0,0,0,0
"LOC111340962",0,0,0,0,0,0,0,0,0,0
"LOC111340953",0,0,0,0,0,0,0,0,0,0
"LOC111340956",0,3,0,0,3,2,2,2,3,2
"LOC111340954",4,4,2,3,4,5,1,3,4,4
"LOC111340957",1,2,0,1,1,1,1,0,2,0
"LOC111340960",13,17,3,1,5,9,6,8,5,4
"LOC111340955",3,3,5,3,3,2,4,4,1,5
"LOC111340959",0,0,1,0,0,0,0,0,1,1
"LOC111340963",0,0,0,0,0,1,0,0,0,0
"LOC111340977",2,1,0,0,0,0,1,3,3,0
"LOC111340973",42,36,23,9,18,16,12,17,20,13
"LOC111340965",3,7,2,0,0,5,0,2,4,2
"LOC111340975",6,6,2,0,0,6,0,3,2,1
"LOC111340974",0,4,1,0,1,7,0,1,0,0
"LOC111340966",3,4,0,1,0,9,0,7,0,1
"Trnat-cgu_4",0,0,0,0,0,0,0,0,0,0
"LOC111340972",3,2,2,0,1,10,1,3,2,0
"LOC111340964",2,6,2,1,0,1,0,0,1,1
"LOC111340976",0,0,0,0,0,0,0,0,0,0
"LOC111340968",0,0,0,0,0,0,0,0,0,0
"LOC111340967",1,2,3,0,0,0,0,0,1,0
"LOC111340969",0,0,0,0,0,0,0,0,0,0
"LOC111340970",0,1,0,0,0,0,0,0,0,0
"LOC111340990",0,0,0,0,0,0,0,0,0,0
"LOC111340982",1,0,0,0,0,1,0,0,0,0
"LOC111340987",0,1,0,0,0,0,0,1,0,0
"LOC111340995",1,0,1,0,1,3,0,0,0,0
"LOC111340994",2,0,0,0,0,0,1,0,0,0
"LOC111340989",21,28,11,3,8,11,5,8,14,3
"LOC111340979",0,0,0,0,0,0,0,0,0,0
"LOC111340992",1,4,0,0,0,0,2,1,0,0
"LOC111340983",0,0,0,1,0,0,0,0,0,0
"LOC111340988",0,0,0,0,0,0,0,0,0,1
"LOC111340984",0,0,0,0,0,0,0,0,0,0
"LOC111340981",0,0,0,0,0,0,0,0,0,0
"LOC111340996",0,0,0,0,1,0,0,0,0,0
"LOC111340997",0,0,3,0,0,0,0,0,0,0
"LOC111341000",0,0,0,0,0,0,3,0,0,0
"LOC111340998",51,45,12,6,13,25,20,51,36,33
"LOC111340999",6,2,0,1,2,0,2,5,1,4
"LOC111340980",1,3,0,1,1,0,0,0,1,1
"LOC111340991",43,39,9,9,8,7,23,30,13,30
"LOC111340985",14,17,5,3,4,2,5,10,4,8
"LOC111340986",0,4,0,0,0,0,0,1,1,0
"LOC111341002",70,17,12,2,22,30,16,20,24,16
"LOC111341017",0,0,0,0,1,1,0,0,0,0
"LOC111341013",73,60,22,14,26,33,36,57,49,78
"LOC111341004",0,0,0,0,0,0,0,0,0,0
"LOC111341016",2,0,0,0,0,0,0,0,1,0
"LOC111341006",0,0,0,0,0,0,0,0,0,0
"LOC111341015",10,6,0,3,2,4,4,9,4,13
"LOC111341007",26,39,5,7,15,10,8,16,11,19
"LOC111341009",7,8,2,1,1,3,2,9,1,2
"LOC111341012",21,26,12,2,9,7,8,20,7,11
"LOC111341011",120,128,35,36,51,58,60,70,83,72
"LOC111341008",27,20,3,4,8,1,7,11,11,10
"LOC111341018",165,306,44,24,131,51,32,62,42,46
"LOC111341030",1,2,3,3,3,3,2,1,1,0
"LOC111341020",5,6,4,2,4,1,1,7,0,0
"LOC111341031",36,33,4,5,9,8,11,11,8,20
"LOC111341021",5,2,0,1,1,0,0,0,0,0
"LOC111341032",1,0,0,0,0,0,0,3,0,0
"LOC111341033",48,51,14,7,5,42,19,29,12,24
"Trnal-uag_1",0,0,0,0,0,0,0,0,0,0
"LOC111341035",58,75,41,25,24,45,29,45,31,36
"LOC111341034",8,7,0,2,7,0,4,3,5,6
"LOC111341044",11,16,8,1,2,5,13,14,10,12
"LOC111341025",86,86,20,18,34,24,35,46,41,72
"LOC111341028",8,4,3,3,1,5,1,4,2,0
"LOC111341027",5,3,2,3,1,1,4,1,3,4
"LOC111341029",37,23,24,7,18,16,8,31,11,17
"LOC111341038",26,29,13,15,17,9,15,23,17,18
"LOC111341039",13,15,1,4,4,5,3,8,6,10
"LOC111341040",2784,1943,980,601,1277,2221,1385,2474,1341,1608
"LOC111341043",157,134,53,52,76,147,111,155,72,127
"LOC111341036",222,228,98,37,63,151,130,155,123,211
"LOC111341037",18,17,6,9,6,2,5,18,6,7
"LOC111341050",117,101,28,16,31,74,34,85,31,49
"LOC111341019",0,0,0,0,0,0,0,0,1,0
"Trnak-cuu_7",0,0,1,0,0,0,0,0,0,1
"LOC111341048",1,3,0,0,1,0,0,1,0,0
"LOC111341049",1,12,2,6,2,4,5,3,4,3
"LOC111341047",7,6,0,4,4,2,2,1,1,1
"LOC111341022",9,17,7,7,6,5,6,7,11,7
"LOC111341023",0,0,0,0,0,0,0,0,0,0
"LOC111341042",0,0,0,0,0,0,0,0,0,0
"LOC111341024",0,0,0,0,0,0,0,0,0,0
"LOC111341045",0,0,0,0,0,0,0,0,0,0
"LOC111341061",0,1,1,0,0,0,0,0,0,0
"LOC111341059",0,0,0,0,0,0,0,0,0,0
"LOC111341054",5,4,4,1,6,1,2,3,2,5
"LOC111341055",0,0,1,0,0,0,0,0,0,0
