"","pl_101","pl_102","pl_104","pl_106","pl_107","pl_111","pl_112","pl_113","pl_118","pl_119"
"LOC111346784",0.416208433001648,0.232531451141363,1.66739703866292,1.43768719993796,0.466973186781911,-0.929804385891585,-0.575610578105671,-1.0852618009566,-0.865927416711956,-0.764193127859989
"LOC111344518",0.312841974557285,0.225800105451511,0.8305550231178,2.14857670965347,0.443286027664715,-0.452715814992027,-0.726674817112494,-1.07104553244055,-0.80444400177459,-0.906179674125122
