ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0051494,negative regulation of cytoskeleton organization,2/257,95/8488,0.021052632,0.69531026,-0.527689415,0.787962384,0.917967022,0.786388322,LOC111321894/LOC111330877,2
GO:0006487,protein N-linked glycosylation,1/257,51/8488,0.019607843,0.647592889,-0.446018721,0.792526025,0.920106007,0.788220711,LOC111334796,1
GO:0008170,N-methyltransferase activity,1/257,51/8488,0.019607843,0.647592889,-0.446018721,0.792526025,0.920106007,0.788220711,LOC111321502,1
GO:0017124,SH3 domain binding,1/257,51/8488,0.019607843,0.647592889,-0.446018721,0.792526025,0.920106007,0.788220711,LOC111328517,1
GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,1/257,51/8488,0.019607843,0.647592889,-0.446018721,0.792526025,0.920106007,0.788220711,LOC111324532,1
GO:0044773,mitotic DNA damage checkpoint signaling,1/257,51/8488,0.019607843,0.647592889,-0.446018721,0.792526025,0.920106007,0.788220711,LOC111340883,1
GO:0044853,plasma membrane raft,1/257,51/8488,0.019607843,0.647592889,-0.446018721,0.792526025,0.920106007,0.788220711,LOC111326058,1
GO:0060998,regulation of dendritic spine development,1/257,51/8488,0.019607843,0.647592889,-0.446018721,0.792526025,0.920106007,0.788220711,LOC111342023,1
GO:1990782,protein tyrosine kinase binding,1/257,51/8488,0.019607843,0.647592889,-0.446018721,0.792526025,0.920106007,0.788220711,LOC111336974,1
GO:0007269,neurotransmitter secretion,2/257,96/8488,0.020833333,0.688067445,-0.543101426,0.792813199,0.920106007,0.788220711,LOC111335321/LOC111322311,2
GO:0048471,perinuclear region of cytoplasm,10/257,406/8488,0.024630542,0.813478753,-0.680533121,0.792857304,0.920106007,0.788220711,LOC111325642/LOC111329099/LOC111335693/LOC111331664/LOC111321759/LOC111342143/LOC111331303/LOC111333695/LOC111340596/LOC111342147,10
