,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Expression,NCBI.GeneID,Symbol,Description,Gene.Type,Annotation.Genomic.Range.Accession,SwissProt.Accessions
65,27.95753629,2.132269013,0.421630641,5.057196528,4.25E-07,6.38E-05,Fluorescent,111340872,LOC111340872,gastric triacylglycerol lipase-like,PROTEIN_CODING,NW_019218257.1,
66,69.40940904,1.800733295,0.356898917,5.045499466,4.52E-07,6.68E-05,Fluorescent,111327303,LOC111327303,temperature-induced lipocalin-1-like,PROTEIN_CODING,NW_019217881.1,
67,13.38963626,2.519328757,0.500134394,5.037303551,4.72E-07,6.87E-05,Fluorescent,111332732,LOC111332732,CUB and sushi domain-containing protein 1-like,PROTEIN_CODING,NW_019217791.1,
68,67.34812694,1.98675317,0.394630341,5.034466344,4.79E-07,6.87E-05,Fluorescent,111318839,LOC111318839,uncharacterized LOC111318839,PROTEIN_CODING,NW_019219378.1,
69,8.306905323,4.326731957,0.860990166,5.025297768,5.03E-07,7.11E-05,Fluorescent,111320816,LOC111320816,collagen alpha-1(I) chain-like,PROTEIN_CODING,NW_019217806.1,
70,227.8928212,1.315070057,0.262232704,5.014897213,5.31E-07,7.40E-05,Fluorescent,111340887,LOC111340887,apoptosis regulator R1-like,PROTEIN_CODING,NW_019218258.1,
71,17.3325793,2.415820714,0.483125703,5.000397819,5.72E-07,7.86E-05,Fluorescent,111337480,LOC111337480,uncharacterized LOC111337480,PROTEIN_CODING,NW_019218119.1,
72,24.32737776,2.194841075,0.440813167,4.979073311,6.39E-07,8.66E-05,Fluorescent,111320952,LOC111320952,trypsin-like,PROTEIN_CODING,NW_019217807.1,
73,109.3678144,1.891527126,0.382708096,4.942480035,7.71E-07,0.000103152,Fluorescent,111333986,LOC111333986,zinc metalloproteinase nas-4-like,PROTEIN_CODING,NW_019218016.1,
74,193.647938,-1.445078411,0.293608896,-4.921780063,8.58E-07,0.000113158,Non-fluorescent,111335366,LOC111335366,SH3 and PX domain-containing protein 2A-like,PROTEIN_CODING,NW_019218054.1,
75,68.91914007,1.60393374,0.330233395,4.856970144,1.19E-06,0.000153139,Fluorescent,111324935,LOC111324935,matrix metalloproteinase-25-like,PROTEIN_CODING,NW_019217849.1,
76,26.53107406,3.276937177,0.675385105,4.851953576,1.22E-06,0.000153139,Fluorescent,111327418,LOC111327418,probable indole-3-acetic acid-amido synthetase GH3.9,PROTEIN_CODING,NW_019217883.1,
77,10.86653243,2.780326311,0.572771752,4.854161018,1.21E-06,0.000153139,Fluorescent,111338211,LOC111338211,MAM and LDL-receptor class A domain-containing protein 1-like,PROTEIN_CODING,NW_019218144.1,
78,11.48360401,2.385529921,0.493039917,4.838411329,1.31E-06,0.0001619,Fluorescent,111343638,LOC111343638,collagen alpha-2(IX) chain-like,PROTEIN_CODING,NW_019218438.1,
79,22.17339063,1.924159901,0.3985018,4.828484839,1.38E-06,0.00016808,Fluorescent,111324504,LOC111324504,uncharacterized LOC111324504,PROTEIN_CODING,NW_019217787.1,
80,120.7474262,1.831893057,0.380206953,4.818147184,1.45E-06,0.000174867,Fluorescent,111320821,LOC111320821,collagen alpha-1(I) chain-like,PROTEIN_CODING,NW_019217806.1,
81,36.2557428,1.991004926,0.414623925,4.801953783,1.57E-06,0.000187338,Fluorescent,111332308,LOC111332308,collagen alpha-1(I) chain-like,PROTEIN_CODING,NW_019217974.1,
82,43.88764399,2.025710878,0.422229539,4.797653145,1.61E-06,0.000189126,Fluorescent,111327252,LOC111327252,alpha-2-macroglobulin-like,PROTEIN_CODING,NW_019217880.1,
83,4.425881868,4.963813402,1.039437816,4.775478941,1.79E-06,0.000208724,Fluorescent,111342654,LOC111342654,adenosine receptor A3-like,PROTEIN_CODING,NW_019218360.1,
84,29.72074882,1.980639854,0.415214755,4.770157688,1.84E-06,0.000211822,Fluorescent,111343017,LOC111343017,glycine receptor subunit alphaZ1-like,PROTEIN_CODING,NW_019218386.1,
85,48.62340354,1.950414005,0.410139272,4.755491943,1.98E-06,0.000220683,Fluorescent,111320822,LOC111320822,collagen alpha-1(I) chain-like,PROTEIN_CODING,NW_019217806.1,
86,139.8470911,-1.299433725,0.273292367,-4.75473845,1.99E-06,0.000220683,Non-fluorescent,111325783,LOC111325783,A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like,PROTEIN_CODING,NW_019217860.1,
87,41.90606523,-1.605201448,0.337664028,-4.753842034,2.00E-06,0.000220683,Non-fluorescent,111328602,LOC111328602,fork head domain-containing protein FD5-like,PROTEIN_CODING,NW_019217902.1,
88,35.69116879,1.969555177,0.414406196,4.752716531,2.01E-06,0.000220683,Fluorescent,111340194,LOC111340194,lysosomal acid lipase/cholesteryl ester hydrolase-like,PROTEIN_CODING,NW_019218224.1,
89,20.50390342,1.988827569,0.418897101,4.747771147,2.06E-06,0.00022149,Fluorescent,111321843,LOC111321843,hemicentin-1-like,PROTEIN_CODING,NW_019217785.1,
90,180.9432598,1.378467007,0.290354342,4.747533641,2.06E-06,0.00022149,Fluorescent,111340891,LOC111340891,collagen alpha-1(I) chain-like,PROTEIN_CODING,NW_019217797.1,
91,8.612194141,3.288197296,0.69340656,4.742091417,2.12E-06,0.000225079,Fluorescent,111331324,LOC111331324,fibulin-1-like,PROTEIN_CODING,NW_019217953.1,
92,16.95848478,2.137213359,0.452680536,4.721239786,2.34E-06,0.00024678,Fluorescent,111335819,LOC111335819,group XV phospholipase A2-like,PROTEIN_CODING,NW_019218067.1,
93,88.75940456,-1.404705524,0.298080545,-4.712503206,2.45E-06,0.000254892,Non-fluorescent,111328433,LOC111328433,filamin-A-like,PROTEIN_CODING,NW_019217900.1,
94,19.2367803,2.382964753,0.506652655,4.703349975,2.56E-06,0.000263818,Fluorescent,111322288,LOC111322288,uncharacterized LOC111322288,PROTEIN_CODING,NW_019217820.1,
95,7.15596944,4.05119648,0.862137758,4.699012939,2.61E-06,0.000266424,Fluorescent,111323945,LOC111323945,orexin receptor type 1-like,PROTEIN_CODING,NW_019217837.1,
96,621.6154649,1.529000838,0.325517958,4.697132058,2.64E-06,0.000266424,Fluorescent,111345786,LOC111345786,uncharacterized LOC111345786,PROTEIN_CODING,NW_019218706.1,
97,52.9986906,1.295940204,0.276634311,4.684669089,2.80E-06,0.000280299,Fluorescent,111324993,LOC111324993,72 kDa type IV collagenase-like,PROTEIN_CODING,NW_019217849.1,
98,36.70033427,1.796587093,0.386441832,4.649049212,3.33E-06,0.000330001,Fluorescent,111330854,LOC111330854,uncharacterized LOC111330854,PROTEIN_CODING,NW_019217944.1,
99,173.1468303,-1.316044081,0.283314868,-4.645164189,3.40E-06,0.000332943,Non-fluorescent,111324008,LOC111324008,uncharacterized LOC111324008,PROTEIN_CODING,NW_019217838.1,
100,60.53001824,-1.078631909,0.232732064,-4.634651066,3.58E-06,0.000346884,Non-fluorescent,111336974,LOC111336974,low-density lipoprotein receptor-related protein 8-like,PROTEIN_CODING,NW_019218103.1,
