Sample No,Conc (Cells/mL),Average,Counts...
10,194000,19.4,16,9,25,26,21

11,201666.667,20.1667,25,15,28,25,11,17

1,178333.333,17.8333,13,16,23,23,16,16

2,141428.571,14.1429,6,6,16,26,18,18,9

3,41250,4.125,4,4,3,3,2,6,7,4

4,92500,9.25,19,7,5,11,4,5,5,18

5,183750,18.375,13,13,17,17,15,17,14,41

6,332857.143,33.2857,28,28,47,30,48,23,29

7,240000,24,23,19,16,24,42,20

8,114285.714,11.4286,10,10,8,18,14,6,14

9,102000,10.2,19,6,7,0,19

